cust,brand,clout,vuln
heavy,nescafe,0,0.376727401256842
heavy,other,0.376727401256842,-1.22863542152846
heavy,supermarket,-1.22863542152846,0
light,nescafe,2.77131912268044,0
light,other,0,2.01702820545684
light,supermarket,0,0.754290917223598
