carte,douwe,kenco,nescafe,other,supermarket
0,-0.331227311897286,0,-0.525486795396123,0,0
0,-0.875298272609764,0,0,0,0.868108625808258
0.24567810441491,0,0,0,0.713260310537172,0.364312921653051
-0.0618927939350003,-0.108897906375762,-0.27892165705539,-0.516312995976484,0,0.229779340283174
-0.438410891796023,0.675391507030416,0.638285082547831,0,-1.12845572544011,-1.60816316491665
0.107156520007229,0,0.737226699463338,0,0,-0.747247187690228
