cust,brand,clout,vuln
heavy,douwe,-1.20090441980853,0
heavy,kenco,-0.57951982700268,0.779083376997963
heavy,nescafe,2.38159301201519,-0.376609487887686
heavy,other,0.712268070125144,2.38159301201519
heavy,supermarket,1.91210440553791,0.441474339741572
light,douwe,0,3.69653851579287
light,kenco,-0.388249177402656,-2.43594203895155
light,nescafe,-0.0142737693698805,2.90517546717118
light,other,-2.25685639121403,0
light,supermarket,6.89502708531761,0.0698758033185447
