douwe,kenco,nescafe,other,supermarket
-2.49825899510187,0,0,0,0
-0.667683756280442,-1.62686650228561,0,0.346192565845952,1.10057456743245
-0.533220663528088,-1.02099416674425,-1.82942024293148,0.366075504279191,0.811529838105462
0,0,2.38159301201519,-0.449909164323861,0
0,0.441474339741572,0,0,-0.443038455265264
