house,avg_weekly_packs,avg_weekly_spend,avg_weekly_vol,shops,brands,max_spend,min_spend,prop_promo_price,prop_promo_units,avg_weekly_visits,cust_type
194878,1,3,0.1001,1,1,3,3,1,0,1,Light
194885,1,4,0.2999,1,1,4,4,0,0,1,Heavy
194905,1,4.89,0.2999,1,1,4.89,4.89,0,1,1,Heavy
194970,1,3.98,0.2999,1,1,3.98,3.98,1,0,1,Heavy
194979,1,2.22428571428571,0.114271428571429,2,2,3,1.75,0.428571428571429,0,1,Light
194985,1,3,0.0966666666666667,1,1,3,3,1,0,1,Light
194989,1.5,5.25,0.33995,2,2,4,3.25,1,0,1,Heavy
195030,1,2.39,0.1,1,1,2.39,2.39,1,0,1,Light
195054,1,1.39,0.1001,1,1,1.39,1.39,0,0,1,Light
195095,2.5,14.99,0.95005,1,1,10.99,0,0.4,0.6,1,Heavy
195168,1,4.25,0.224975,1,1,5,3,1,0,1,Heavy
195235,1,0.47,0.1001,1,1,0.47,0.47,0,0,1,Light
195246,1,2.75,0.1001,1,1,2.75,2.75,0,0,1,Light
195255,1.4,6.092,0.27986,1,1,4.99,3.5,1,0,1,Heavy
195263,1.3,4.032,0.23791,2,1,3.5,2,0.846153846153846,0,1.1,Heavy
195283,1.5,6.5,0.44985,1,1,5,4,1,0,1,Heavy
195288,1.04761904761905,4.89047619047619,0.290380952380952,1,1,5.89,2.78,0.545454545454545,0,1,Heavy
195338,4,19.56,1.1996,1,1,4.89,4.89,0,1,1,Heavy
195447,1,2,0.0499,1,1,2,2,1,0,1,Light
195458,1,4.89,0.2999,1,1,4.89,4.89,1,0,1,Heavy
195471,1.57142857142857,6.23571428571429,0.292742857142857,1,3,5.99,0,0.636363636363636,0.272727272727273,1.14285714285714,Heavy
195501,2.5,16.2166666666667,1.20021666666667,1,1,6.75,2.8,0,0,1,Heavy
195504,1.03571428571429,0.486785714285714,0.103675,1,1,0.47,0.47,0,0,1.03571428571429,Light
195510,1,2.66,0.1001,1,1,3,2.49,1,0,1,Light
195522,1,3,0.1001,1,2,3,3,0.75,0,1,Light
195528,1,2.42714285714286,0.110028571428571,2,4,4,1.99,1,0,1,Light
195658,1,5,0.2999,1,1,5,5,1,0,1,Heavy
195711,1,2.49,0.095,1,1,2.49,2.49,1,0,1,Light
195739,1.1304347826087,2.94521739130435,0.102391304347826,1,2,3.25,2,0.730769230769231,0,1.1304347826087,Light
195757,1.5,8.2375,0.29985,1,1,5.99,4,0.166666666666667,0,1,Heavy
195766,1.53846153846154,3.43769230769231,0.307553846153846,3,2,4.89,1.5,0.05,0.05,1,Heavy
195767,1,3.29,0.1001,1,1,3.29,3.29,0,0,1,Light
195769,1.33333333333333,4.59666666666667,0.229966666666667,1,3,4,2.5,1,0,1,Heavy
195785,1,1.44,0.1001,1,1,1.49,1.39,0.5,0,1,Light
195794,1,7.45,0.2999,1,1,7.45,7.45,1,0,1,Heavy
195796,1.5,4.42625,0.2936875,3,2,5,0,0.416666666666667,0.5,1,Heavy
195797,3.25,5.33,0.400175,2,2,4.4,0.6,0.307692307692308,0,1,Heavy
195847,1,3.96333333333333,0.249933333333333,2,2,4.89,3,1,0,1,Heavy
195854,1,4.12666666666667,0.249933333333333,2,1,5,2.49,0.333333333333333,0.333333333333333,1,Heavy
195865,1,6.28333333333333,0.266566666666667,1,1,8.85,4,0.666666666666667,0,1,Heavy
195878,1.33333333333333,5.98833333333333,0.266533333333333,2,1,5,3.97,1,0,1,Heavy
195925,1,1.566,0.1001,3,1,1.75,1.39,0,0,1,Light
195995,1,3,0.1,1,1,3,3,1,0,1,Light
196022,1.16666666666667,3.31388888888889,0.105833333333333,1,1,3.59,2.37,0.619047619047619,0,1.05555555555556,Light
196033,1,1.5,0.1001,1,1,1.5,1.5,0,0,1,Light
196066,1,0.5,0.1001,1,1,0.5,0.5,0,0,1,Light
196135,1,4.66666666666667,0.233233333333333,2,1,6,4,1,0,1,Heavy
196170,1.85294117647059,5.97941176470588,0.237538235294118,2,2,5.99,1.99,0.80952380952381,0,1,Heavy
196172,1,3.168,0.09103,3,3,3.89,2.39,0.4,0,1,Light
196180,1.25,3.5675,0.242425,2,3,4.89,0.47,0.2,0,1,Heavy
196183,1,2.69642857142857,0.278471428571429,1,1,2.9,1.95,0.0714285714285714,0,1,Heavy
196225,1,4,0.2999,1,1,4,4,0,0,1,Heavy
196242,1.33333333333333,3.26666666666667,0.2332,1,2,2.9,2,0.5,0,1,Heavy
196244,2.33333333333333,4.96666666666667,0.273233333333333,1,2,2.5,1.95,0.571428571428571,0,1,Heavy
196252,1,2.97142857142857,0.1115,2,2,4,2,0.571428571428571,0,1,Light
196281,1,2.63333333333333,0.0499,1,1,2.95,2,1,0,1,Light
196384,1,2,0.0799,1,1,2,2,0,0,1,Light
196403,1,2.938,0.085,2,1,3.6,2.5,0.6,0,1,Light
196410,1,1.55,0.0999,1,1,1.55,1.55,0,0,1,Light
196424,1,4.9425,0.2749,1,1,5.89,3.99,0.25,0,1,Heavy
196436,1.36363636363636,5.62272727272727,0.279486363636364,1,1,7.95,3,0.933333333333333,0,1,Heavy
196501,1,2.56,0.09,2,2,3.5,2,0.75,0,1,Light
196584,1,4,0.2999,1,1,4,4,1,0,1,Heavy
196604,1,0.5,0.1001,1,1,0.5,0.5,0,0,1,Light
196657,1.1304347826087,1.5,0.0972130434782609,2,3,3,0.47,0.192307692307692,0,1,Light
196678,1,3,0.095,1,2,3,3,0.5,0,1,Light
196698,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
196742,1,3,0.1001,2,1,3,3,1,0,1,Light
196746,7,13.93,0.3493,1,1,1.99,1.99,1,0,1,Heavy
196754,1,2,0.1001,1,1,2,2,1,0,1,Light
196774,1,2.9,0.2999,1,1,2.9,2.9,0,0,1,Heavy
196816,1,1.39,0.1001,1,1,1.39,1.39,0,0,1,Light
196984,3.6,10.596,0.36036,2,2,3,2.49,0.111111111111111,0.888888888888889,1,Heavy
197001,1.5,6.25,0.225,1,1,4.25,4,0.666666666666667,0,1,Heavy
197115,1.26666666666667,3.50666666666667,0.2399,1,1,3,2.15,0,0.105263157894737,1,Heavy
197164,1,2.49,0.1001,1,1,2.49,2.49,1,0,1,Light
197209,1,3,0.095,1,1,3,3,1,0,1,Light
197264,1,4.89,0.2999,1,1,4.89,4.89,1,0,1,Heavy
197372,1,3,0.1,1,1,3,3,1,0,1,Light
197383,1,2.625,0.083775,1,3,3,2,0.5,0,1,Light
197516,1,3.74,0.1001,1,1,3.98,3.5,0.5,0,1,Light
197518,1,1.5,0.1001,1,1,1.5,1.5,1,0,1,Light
197519,1,3.9,0.1001,1,1,3.9,3.9,0,0,1,Light
197520,2,8.78,0.4499,1,1,5.79,2.99,1,0,1,Heavy
197556,1.57575757575758,5.39272727272727,0.245148484848485,4,1,5.5,2.97,0.653846153846154,0,1.15151515151515,Heavy
197597,1,2.75,0.09755,1,2,3,2.5,1,0,1,Light
197602,1,2,0.0499,1,2,2,2,1,0,1,Light
197621,1,4.945,0.2999,1,1,5,4.89,0.5,0.5,1,Heavy
197628,1,2,0.0499,1,1,2,2,0,0,1,Light
197646,1.5,5.695,0.39985,3,2,5.79,2.24,0.933333333333333,0,1,Heavy
197688,1,4.4975,0.2499,1,1,5,3.99,1,0,1,Heavy
197701,1,1.39,0.1001,1,1,1.39,1.39,0,0,1,Light
197787,1,3,0.1001,1,1,3,3,1,0,1,Light
197831,1,1.85,0.1001,1,1,1.85,1.85,0,0,1,Light
197865,1.5,2.5,0.0701,2,1,3,1,1,0,1.5,Light
197892,1.33333333333333,4.70666666666667,0.3332,2,2,4.89,2.25,0.5,0,1.33333333333333,Heavy
197902,2,6.96666666666667,0.463366666666667,3,3,6.75,1.75,0.166666666666667,0,1.33333333333333,Heavy
197951,1,4.445,0.2499,2,1,4.89,4,0.5,0.5,1,Heavy
198002,1,5.1125,0.2499,2,1,7.45,4,0.75,0,1,Heavy
198067,1,1.17333333333333,0.1001,3,3,2.5,0.47,0.333333333333333,0,1,Light
198071,2,4.67666666666667,0.3965,1,3,3.5,1.79,0.333333333333333,0,1,Heavy
198079,3.4,9.35733333333333,0.353793333333333,2,4,4,2,0.96078431372549,0,1.13333333333333,Heavy
198189,1,1.5,0.1001,1,1,1.5,1.5,0,0,1,Light
198213,1,5,0.2999,1,1,5,5,1,0,1,Heavy
198217,1.75,6.12375,0.3124,4,1,4.99,3,1,0,1,Heavy
198250,1,4.97,0.2749,2,1,5.89,3.99,0.75,0,1,Heavy
198278,1.2,3.67,0.22796,1,2,3.5,2.97,0.666666666666667,0,1,Heavy
198339,1.32142857142857,4.09178571428571,0.308492857142857,3,4,4.5,0.47,0.648648648648649,0,1.03571428571429,Heavy
198670,1,2.37,0.1,1,1,2.37,2.37,1,0,1,Light
198738,1.75,7.01,0.33495,2,2,4.5,3.25,1,0,1,Heavy
198745,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
198780,1,2.1,0.1001,1,1,2.1,2.1,0,0,1,Light
198828,1,2,0.1001,1,1,2,2,1,0,1,Light
198896,2,4.86,0.239966666666667,1,2,3.29,2,1,0,1,Heavy
198978,1.5,4.08666666666667,0.256683333333333,3,2,4,1.75,0.222222222222222,0,1,Heavy
198982,1,0.47,0.1001,1,1,0.47,0.47,0,0,1,Light
198985,1,3,0.1001,1,1,3,3,1,0,1,Light
199000,1,2.61,0.0922666666666667,2,2,3,1.99,1,0,1,Light
199119,1,2.78,0.1001,1,1,2.78,2.78,0,0,1,Light
199157,1.33333333333333,4,0.2666,1,1,4,2,1,0,1,Heavy
199166,1,4.0725,0.228725,1,3,5,3,1,0,1,Heavy
199273,1,2,0.0499,1,1,2,2,1,0,1,Light
199316,1,2.5,0.09,2,2,3,2,0.5,0,1,Light
199331,6.85714285714286,3.22285714285714,0.6864,1,1,0.47,0.47,0,0,1,Heavy
199415,1,2.6175,0.1001,2,1,3,2.49,1,0,1,Light
199620,1,3.95,0.1001,1,1,4,3.9,0,0,1,Light
199634,1,1.44,0.1001,1,1,1.49,1.39,0,0,1,Light
199722,1.33333333333333,5.5,0.242466666666667,1,3,5,3,0.75,0,1,Heavy
199724,1,2,0.095,1,1,2,2,1,0,1,Light
199935,1,3.6,0.1001,1,1,3.99,3.21,0,0.5,1,Light
199951,1,1.5,0.1001,1,1,1.5,1.5,1,0,1,Light
199989,1,2,0.1,1,1,2,2,1,0,1,Light
199995,1,2,0.0499,1,1,2,2,1,0,1,Light
199999,1,1.5,0.1001,1,1,1.5,1.5,0,0,1,Light
200018,1,3.29,0.1001,1,1,3.29,3.29,0,0,1,Light
200201,1,2.49,0.1001,1,1,2.49,2.49,1,0,1,Light
200262,1.4,3.9,0.10696,1,3,3.5,2,0.285714285714286,0,1,Light
200290,1.33333333333333,4.53333333333333,0.266533333333333,1,1,3.4,3.4,0,0,1,Heavy
200379,1,3,0.095,1,1,3,3,1,0,1,Light
200384,1,1.465,0.10509,2,1,1.5,1.15,0,0,1,Light
200397,1,3.05,0.1001,1,1,3.6,2.5,0,0,1,Light
200400,1,2.82666666666667,0.0967,2,1,3.49,2.49,0.333333333333333,0,1,Light
200433,1.53333333333333,5.856,0.293206666666667,5,3,5.99,0,0.652173913043478,0.260869565217391,1.13333333333333,Heavy
200434,1,2,0.095,1,1,2,2,1,0,1,Light
200436,1,3,0.1001,1,1,3,3,1,0,1,Light
200454,1.91666666666667,6.3025,0.281266666666667,4,4,4.99,0,0.695652173913043,0.260869565217391,1.08333333333333,Heavy
200641,1.69230769230769,5.5,0.250730769230769,2,5,5,1.75,0.681818181818182,0,1.07692307692308,Heavy
200661,1,2.65,0.094,1,1,3.25,2,0.8,0,1,Light
200758,1,3.3,0.1001,1,1,3.3,3.3,0,0,1,Light
200761,1.22222222222222,6.55111111111111,0.266544444444444,1,1,7.48,4,0.727272727272727,0,1,Heavy
200767,1,1.85,0.1001,1,1,1.85,1.85,0,0,1,Light
200837,1,4.495,0.2499,1,1,5,3.99,1,0,1,Heavy
200861,1,1.85,0.1001,1,1,1.85,1.85,0,0,1,Light
200864,1,2.12666666666667,0.0984,2,2,3,1.39,0.333333333333333,0,1,Light
200886,1.05,4.3185,0.239945,2,1,5,2.74,0.523809523809524,0,1,Heavy
200912,1,0.47,0.1001,1,1,0.47,0.47,0,0,1,Light
200919,1,3,0.1001,1,1,3,3,1,0,1,Light
200957,1,2.37333333333333,0.114233333333333,4,3,4.5,1.39,0.333333333333333,0,1,Light
200967,1,5.29666666666667,0.266566666666667,2,1,6,4.89,0.666666666666667,0,1,Heavy
200970,1.21428571428571,1.99928571428571,0.115078571428571,4,2,2,1.39,0.529411764705882,0,1,Light
200989,1,4.47181818181818,0.279918181818182,5,2,5.79,3.25,1,0,1,Heavy
200997,1,1.571,0.1001,2,2,2.8,1.39,0,0,1,Light
201001,1.4,5.586,0.29893,2,3,5,2.5,0.928571428571429,0,1,Heavy
201014,1.375,5.80625,0.281125,2,4,6.59,3.29,0.818181818181818,0,1.25,Heavy
201069,1.5,5.475,0.28495,2,3,5,1.95,0.666666666666667,0,1,Heavy
201163,1.54545454545455,5.16363636363636,0.248154545454545,1,3,4.5,2,0.823529411764706,0,1,Heavy
201180,1,1.85,0.1001,1,1,1.85,1.85,0,0,1,Light
201208,1,2,0.1001,1,1,2,2,1,0,1,Light
201216,1.25,4.54,0.239925,1,2,5,3.29,1,0,1,Heavy
201255,1.16666666666667,6.30833333333333,0.28325,1,1,8.85,3.5,0.857142857142857,0,1,Heavy
201256,1.6,5.144,0.35984,3,2,5.79,1.95,0.375,0,1,Heavy
201324,2.25,7.42,0.4275,2,1,4,2.97,1,0,1,Heavy
201341,1,2.22142857142857,0.100042857142857,1,3,3.59,1.99,0.857142857142857,0,1,Light
201344,1,2.1,0.100014285714286,1,1,2.1,2.1,0,0,1,Light
201381,1,5,0.2999,1,1,5,5,1,0,1,Heavy
201418,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
201528,1.125,5.37,0.3373875,2,1,5,3.99,1,0,1,Heavy
201567,1,3,0.1001,1,1,3,3,1,0,1,Light
201636,1,0.47,0.1001,1,1,0.47,0.47,0,0,1,Light
201716,1,2.5,0.1001,1,1,2.5,2.5,1,0,1,Light
201721,1,2.83,0.100066666666667,2,2,3,2.49,1,0,1,Light
201750,1.66666666666667,3.66333333333333,0.2283,2,2,2.8,1.39,0.4,0,1.33333333333333,Heavy
201795,1.33333333333333,2.88,0.1134,1,3,2.5,1.64,0.75,0,1,Light
201853,1,2.375,0.099975,1,2,3,2,1,0,1,Light
201878,1,0.9725,0.1001,2,1,1.5,0.5,0,0,1,Light
201910,1,2.84625,0.2624,2,2,3.99,1.79,0.75,0.125,1,Heavy
201954,1,3.64,0.1001,1,1,3.64,3.64,0,0,1,Light
201978,1,2.425,0.1001,1,2,3,1.85,0.5,0,1,Light
201992,1,3.23333333333333,0.114477777777778,1,3,4.8,2.5,0.777777777777778,0,1,Light
201996,1,2.5,0.095,1,1,2.5,2.5,1,0,1,Light
202027,1,0.495714285714286,0.1001,2,1,0.5,0.47,0,0,1,Light
202032,1,0.5,0.1001,1,1,0.5,0.5,0,0,1,Light
202056,1.54545454545455,6.21272727272727,0.308936363636364,1,2,5.99,0,0.176470588235294,0.529411764705882,1,Heavy
202135,1,0.49,0.1001,2,1,0.5,0.47,0,0,1,Light
202164,2.25,9.29,0.41245,1,1,7.58,0,0.111111111111111,0.333333333333333,1,Heavy
202206,1,1.57,0.1001,2,1,1.75,1.39,0,0,1,Light
202238,1,2,0.0499,1,1,2,2,0,0,1,Light
202239,2.44444444444444,8.30555555555556,0.555311111111111,1,3,7,0,0.863636363636364,0.136363636363636,1,Heavy
202241,1.4,6.162,0.2799,1,2,6,0,0.285714285714286,0.428571428571429,1,Heavy
202274,1,5,0.2999,1,1,5,5,1,0,1,Heavy
202339,1.42857142857143,6.35714285714286,0.34285,1,1,5,3,1,0,1.14285714285714,Heavy
202461,1,2.75,0.1001,1,1,2.75,2.75,0,0,1,Light
202477,1,3.5,0.1001,1,1,3.5,3.5,0,0,1,Light
202479,2,6.845,0.27505,1,1,4.69,2,0.75,0,1,Heavy
202491,1.57142857142857,7.41714285714286,0.328414285714286,2,1,6,0,0.636363636363636,0.272727272727273,1,Heavy
202510,1.5,3.495,0.07485,2,1,2.99,2,0.666666666666667,0,1,Light
202513,1.125,3.33625,0.1138,1,4,3.5,1.85,0.444444444444444,0,1,Light
202528,1.09090909090909,0.697272727272727,0.1092,1,2,2.5,0.47,0.0833333333333333,0,1,Light
202586,1,2.80714285714286,0.114357142857143,2,1,5,2,0.857142857142857,0,1,Light
202599,1,5,0.2999,1,1,5,5,1,0,1,Heavy
202626,1,3.485,0.2449,1,2,4,2.97,0.5,0,1,Heavy
202643,1.13333333333333,2.72466666666667,0.113446666666667,3,3,3,1.99,0.117647058823529,0,1.06666666666667,Light
202653,1,2.24,0.095,1,1,2.24,2.24,1,0,1,Light
202658,1,1.61666666666667,0.1001,1,1,1.67,1.59,0,0,1,Light
202662,1,1.42333333333333,0.1001,1,1,1.49,1.39,0,0,1,Light
202669,1,1.99,0.1001,1,1,1.99,1.99,0,0,1,Light
202673,3,19.18,0.5697,2,1,6.59,6,0,0,2,Heavy
202681,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
202726,1.25,5,0.2624,1,1,5,3,1,0,1,Heavy
202741,2.375,3.43375,0.3250375,2,1,2.79,0.47,0,0,1,Heavy
202804,3,12,0.5997,1,1,4,4,1,0,1,Heavy
202827,1,2.83,0.1001,2,2,3,2.49,0.333333333333333,0,1,Light
202838,1,0.6,0.1001,1,1,0.6,0.6,0,0,1,Light
202855,1,1.7625,0.1001,1,1,1.85,1.5,0,0,1,Light
202902,2,7,0.29245,2,2,5,3,1,0,1,Heavy
202948,1.33333333333333,2.66666666666667,0.266533333333333,1,1,2,2,0,0,1.33333333333333,Heavy
202964,1.25,3.08125,0.261125,2,2,4.5,1.95,0.2,0,1,Heavy
203020,1.5,4.77,0.275025,3,4,5,1.39,0.666666666666667,0,1,Heavy
203057,1,2.25,0.055,2,2,2.5,2,0.5,0,1,Light
203192,1.2,4.812,0.26596,1,3,5,2.49,1,0,1,Heavy
203212,1.33333333333333,3.62,0.300066666666667,1,2,4.89,1.59,0.25,0,1,Heavy
203234,1,0.47,0.1001,1,1,0.47,0.47,0,0,1,Light
203236,1.66666666666667,5,0.333166666666667,1,1,3,3,1,0,1,Heavy
203246,1,2.49,0.1001,1,1,2.49,2.49,0,0,1,Light
203258,3,10.94,0.5799,1,2,5,2.97,1,0,1,Heavy
203298,3,7.5,0.45,1,1,3.75,0,0,1,1,Heavy
203347,1.125,1.235,0.1126125,3,1,1.85,0.47,0,0,1.125,Light
203373,1,1.9975,0.095025,3,3,2.5,1.5,0.75,0,1,Light
203375,1.875,6.32,0.3362,2,2,4.49,2.97,1,0,1.125,Heavy
203381,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
203397,1,2.75,0.1001,1,1,2.75,2.75,0,0,1,Light
203409,1.46153846153846,7,0.438315384615385,1,1,7,0,0.684210526315789,0.315789473684211,1,Heavy
203417,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
203428,1,3.9325,0.22495,1,1,4.97,2.78,0.75,0,1,Heavy
203438,6.42857142857143,25.0714285714286,1.31239285714286,1,1,5,3,1,0,1,Heavy
203448,2,7.76666666666667,0.3,1,1,4.4,3,0.5,0,1,Heavy
203459,1,2.12,0.09755,1,2,2.49,1.75,0.5,0,1,Light
203493,1,3,0.1,1,1,3,3,1,0,1,Light
203512,1,5,0.2999,1,1,5,5,1,0,1,Heavy
203515,1.07692307692308,4.67,0.269138461538462,1,1,5.79,2.99,0.857142857142857,0,1,Heavy
203531,1,3.625,0.1001,1,1,4,3.25,0.5,0,1,Light
203547,1,4.95733333333333,0.286566666666667,2,1,5.79,4,1,0,1,Heavy
203562,2.25,8.49833333333333,0.316708333333333,3,1,5,2.5,0.777777777777778,0.185185185185185,1.25,Heavy
203580,1,2.245,0.07245,1,2,3,1.49,1,0,1,Light
203585,1.08333333333333,0.541666666666667,0.108441666666667,1,1,0.5,0.5,0,0,1,Light
203622,1,2.875,0.09625,1,1,5,2,0.75,0,1,Light
203639,1,2.8475,0.0925,1,1,4.39,2,0.75,0,1,Light
203657,1,2,0.085,1,1,2,2,1,0,1,Light
203714,1,4.25,0.1001,1,1,4.25,4.25,0,0,1,Light
203715,1,2,0.0601,1,1,2,2,1,0,1,Light
203767,1,3.25,0.1001,1,1,3.25,3.25,0,0,1,Light
203778,1,3.5,0.1001,1,1,3.5,3.5,1,0,1,Light
203800,1,3.25,0.1001,2,1,3.5,3,0.5,0,1,Light
203825,1.66666666666667,5.27333333333333,0.227866666666667,3,3,4,2,1,0,1.11111111111111,Heavy
203835,1,1.898,0.1001,1,1,2.99,1.5,0,0,1,Light
203844,1.5,6.5,0.44985,2,1,5,4,1,0,1,Heavy
203868,1,0.5,0.1001,1,1,0.5,0.5,0,0,1,Light
203887,1,1.875,0.0801,1,2,2,1.75,0.5,0,1,Light
203972,1,3.33166666666667,0.1001,2,2,3.99,3,0.5,0,1,Light
203991,1.5,4.97083333333333,0.255783333333333,3,3,6,0,0.444444444444444,0.333333333333333,1,Heavy
203998,1,3.5,0.1001,1,1,3.5,3.5,0,0,1,Light
204031,1.33333333333333,5.20833333333333,0.2583,2,1,5,3,0.875,0,1,Heavy
204052,1,2,0.0684,2,2,2,2,0.333333333333333,0,1,Light
204059,1.4,5.65,0.23599,1,1,5,2,0.785714285714286,0.142857142857143,1,Heavy
204120,1,4.63,0.266566666666667,2,2,5,4,0.666666666666667,0.333333333333333,1,Heavy
204185,1,1.39,0.1001,1,1,1.39,1.39,1,0,1,Light
204190,1,4.75,0.22495,2,2,6,3.5,1,0,1,Heavy
204201,1,2.5,0.095,1,1,2.5,2.5,1,0,1,Light
204255,1.23529411764706,3.50823529411765,0.341052941176471,1,2,4.99,2.24,1,0,1.05882352941176,Heavy
204292,1.14285714285714,3.03714285714286,0.1115,2,3,3.29,2,0.625,0,1,Light
204341,1.14285714285714,3.92857142857143,0.1144,1,1,4,3,0.25,0.25,1,Light
204373,3,4.98,0.45,1,1,2.49,0,0,1,1,Heavy
204469,1,1.5,0.1001,1,1,1.5,1.5,0,0,1,Light
204494,1.5,6,0.34985,2,2,4,4,1,0,1,Heavy
204510,1.5,2.865,0.09995,1,2,1.99,1.75,0.333333333333333,0,1,Light
204528,1,3.685,0.22495,2,2,5,1.85,0.5,0,1,Heavy
204551,1,1.94,0.1001,1,1,1.99,1.89,0,0,1,Light
204622,1.25,4.6775,0.261175,3,3,4.99,2.79,0.1,0.4,1,Heavy
204717,1,6,0.2999,1,1,7,5,0.5,0,1,Heavy
204767,3,10.455,0.66,2,1,4,2.97,1,0,1,Heavy
204845,1.09090909090909,3.17090909090909,0.105463636363636,3,1,6.49,2,0.75,0,1.09090909090909,Light
204877,1,0.47,0.1001,1,1,0.47,0.47,0,0,1,Light
204880,1.25,2.5,0.062375,2,1,2,2,1,0,1,Light
204913,1,4.66666666666667,0.2999,3,1,5,4,1,0,1,Heavy
204987,1,3,0.1001,1,1,3,3,1,0,1,Light
205165,1,2.48,0.1,1,1,2.48,2.48,1,0,1,Light
205169,1.42857142857143,3.42428571428571,0.228514285714286,3,4,3.4,1.55,0.4,0,1,Heavy
205236,1,2.455,0.27495,1,1,4.45,1.79,0.5,0,1,Heavy
205271,1,4.45,0.5001,1,1,4.45,4.45,0,0,1,Heavy
205283,1,0.485,0.1001,2,1,0.5,0.47,0,0,1,Light
205335,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
205379,1,2.485,0.0801,2,1,3,1.97,0.5,0,1,Light
205395,1.5,4.5625,0.27495,2,2,4.89,1.39,0.333333333333333,0,1.25,Heavy
205450,1,3.52,0.1001,2,1,4,1.95,0.3,0,1,Light
205459,4,12,0.6499,1,2,3,3,0.75,0,1,Heavy
205480,1,1.75,0.1001,1,1,1.75,1.75,0,0,1,Light
205602,1.48275862068966,4.48689655172414,0.2746,5,5,5,1.39,0.744186046511628,0,1.20689655172414,Heavy
205658,1,3.31,0.113775,3,1,4,3,0.75,0,1,Light
205684,1,2,0.0499,2,1,2,2,0.666666666666667,0,1,Light
205718,1,2.69,0.1001,1,1,2.69,2.69,0,0,1,Light
205732,1,0.48,0.1001,2,1,0.5,0.47,0,0,1,Light
205943,1.25,4.485,0.249875,3,2,4,2.97,1,0,1,Heavy
206048,1.4,5.198,0.25488,2,2,4.5,2.49,1,0,1,Heavy
206073,1,3,0.1001,1,1,3,3,1,0,1,Light
206163,1.4,4.25,0.25994,3,2,5,0,0.142857142857143,0.428571428571429,1,Heavy
206364,1,5,0.2999,2,1,5,5,1,0,1,Heavy
206374,1,2,0.0601,1,1,2,2,1,0,1,Light
206408,1,1.57,0.1001,2,1,1.75,1.39,0,0,1,Light
206413,1.88888888888889,6.53611111111111,0.377633333333333,5,5,5,1.39,0.705882352941177,0,1.16666666666667,Heavy
206425,1,2,0.1001,1,1,2,2,1,0,1,Light
206437,1,2.1,0.1001,1,1,2.1,2.1,0,0,1,Light
206442,1.1,5.239,0.22692,3,3,6,3.4,0.545454545454545,0.181818181818182,1,Heavy
206536,1.16666666666667,5.08333333333333,0.233283333333333,1,1,6,3.5,0.714285714285714,0,1,Heavy
206542,1,2.76,0.1001,1,1,2.78,2.75,0,0,1,Light
206615,1,3,0.1001,1,1,3,3,1,0,1,Light
206627,1.36363636363636,5.13636363636364,0.226345454545455,1,2,6,2,0.4,0,1,Heavy
206642,1,1.49,0.1001,1,1,1.49,1.49,0,0,1,Light
206718,1,2,0.1,1,1,2,2,1,0,1,Light
206732,2.6,1.56,0.26026,1,1,0.6,0.6,0,0,1,Heavy
206866,1.5,4.5875,0.28995,2,2,4,2.47,1,0,1,Heavy
206890,1,2.245,0.0801,2,1,2.49,2,0.5,0,1,Light
206897,2.66666666666667,8.77333333333333,0.5064,1,1,3.29,3.29,1,0,1,Heavy
206941,1.21428571428571,5.21214285714286,0.284928571428571,3,2,5,2.97,0.941176470588235,0,1.07142857142857,Heavy
206979,1,3.72,0.2474,4,3,5,2.59,0.75,0,1,Heavy
207006,1.375,6.35,0.4123625,2,1,5,3.98,0.909090909090909,0,1,Heavy
207011,1,4.435,0.2499,1,1,5,3.87,0.5,0,1,Heavy
207018,1,3,0.1001,1,1,3,3,1,0,1,Light
207207,1,3.75666666666667,0.2333,1,2,4.89,1.49,0.666666666666667,0,1,Heavy
207210,3.6,1.704,0.36036,3,1,0.5,0.47,0,0,1,Heavy
207290,1.125,0.73125,0.1126125,1,1,1.85,0.5,0,0,1,Light
207295,1,1.75,0.0999,1,1,1.75,1.75,0,0,1,Light
207331,1,1.90666666666667,0.113406666666667,1,2,2.8,1.75,0.0666666666666667,0,1,Light
207464,1,1.99,0.1001,1,1,1.99,1.99,1,0,1,Light
207564,1.25,5.3675,0.2986375,3,2,5,0,0.5,0.3,1,Heavy
207639,1,4.66666666666667,0.2833,1,2,5,4,1,0,1,Heavy
207662,1.93333333333333,7.858,0.422273333333333,3,2,5,3,1,0,1,Heavy
207731,1,3,0.1001,1,1,3,3,1,0,1,Light
207744,1,3,0.11304,2,4,4,2,1,0,1,Light
207747,1,1.85,0.1001,1,1,1.85,1.85,0,0,1,Light
207786,1,2,0.1001,1,1,2,2,1,0,1,Light
207795,2,5.94,0.3799,1,1,2.97,2.97,1,0,1,Heavy
207823,1.125,4.40375,0.256175,2,2,5,2.75,0.888888888888889,0,1.125,Heavy
207826,1,5,0.2999,1,1,5,5,1,0,1,Heavy
207831,1.4,4.606,0.26594,1,1,3.29,3.29,1,0,1,Heavy
207836,1,4.33333333333333,0.2999,1,2,5,4,0.666666666666667,0,1,Heavy
