carte,douwe,kenco,nescafe,other,supermarket
0,0,0,0,0,1.11882089013443
1.19792914928002,-1.21799115284914,-1.49743329922694,0,0.880194645183911,0
0.888882528946684,0,-1.79500570753759,0,0,0
0,0,-0.333893254937627,-1.79899723153693,0,0
0,-1.08914081016485,-0.726143610508949,0,0,0
-0.362065705728681,0.31017437202399,0.452393602575326,0.571456157189657,0,0
