carte,douwe,kenco,nescafe,other,supermarket
-0.680514520443301,0,-1.75689851693764,0,0,1.48045284668073
0,-2.54167876492269,0,0,0,1.87231772531417
0.186825372365495,-0.636549754861997,-2.30444244259841,1.46026739235364,0.51493639368668,1.14099307710896
0,-0.899620434212352,-1.13157788862492,-1.06616065120466,0,0.849788662194398
-0.551455808177565,0,0,1.73728233167681,-2.55558044408324,0
0,0,1.01940186646919,0,0,-0.874114139565344
