"","house","brand_clean","brand_count"
"2475",128793,"Nescafe",3
"2476",128793,"Supermarket own",1
"2477",128805,"Other brands",1
"2478",128814,"Douwe Egbert",3
"2479",128814,"Nescafe",1
"2480",128814,"Supermarket own",10
"2481",128857,"Carte Noire",3
"2482",128980,"Nescafe",1
"2483",129057,"Nescafe",20
"2484",129097,"Supermarket own",1
"2485",129106,"Douwe Egbert",3
"2486",129106,"Kenco",1
"2487",129106,"Nescafe",2
"2488",129138,"Kenco",1
"2489",129138,"Supermarket own",8
"2490",129152,"Supermarket own",14
"2491",129156,"Nescafe",2
"2492",129174,"Kenco",1
"2493",129174,"Nescafe",1
"2494",129185,"Nescafe",6
"2495",129185,"Supermarket own",1
"2496",129190,"Kenco",1
"2497",129287,"Douwe Egbert",1
"2498",129289,"Supermarket own",1
"2499",129309,"Carte Noire",1
"2500",129351,"Kenco",5
"2501",129401,"Kenco",2
"2502",129421,"Supermarket own",1
"2503",129423,"Douwe Egbert",3
"2504",129445,"Kenco",2
"2505",129445,"Supermarket own",2
"2506",129468,"Nescafe",1
"2507",129486,"Supermarket own",1
"2508",129487,"Supermarket own",4
"2509",129503,"Douwe Egbert",2
"2510",129503,"Kenco",3
"2511",129503,"Nescafe",1
"2512",129509,"Douwe Egbert",1
"2513",129545,"Nescafe",18
"2514",129557,"Nescafe",2
"2515",129649,"Nescafe",5
"2516",129689,"Douwe Egbert",1
"2517",129689,"Nescafe",1
"2518",129689,"Supermarket own",2
"2519",129721,"Kenco",1
"2520",129722,"Kenco",5
"2521",129772,"Nescafe",3
"2522",129801,"Nescafe",5
"2523",129811,"Douwe Egbert",4
"2524",129827,"Kenco",1
"2525",129888,"Kenco",3
"2526",129888,"Nescafe",2
"2527",129888,"Other brands",1
"2528",129888,"Supermarket own",1
"2529",129908,"Nescafe",3
"2530",130003,"Kenco",2
"2531",130003,"Supermarket own",5
"2532",130031,"Kenco",1
"2533",130031,"Nescafe",2
"2534",130033,"Kenco",4
"2535",130034,"Kenco",10
"2536",130034,"Supermarket own",2
"2537",130044,"Nescafe",8
"2538",130059,"Kenco",3
"2539",130062,"Supermarket own",1
"2540",130065,"Supermarket own",6
"2541",130078,"Supermarket own",3
"2542",130101,"Douwe Egbert",3
"2543",130101,"Other brands",6
"2544",130101,"Supermarket own",17
"2545",130116,"Nescafe",2
"2546",130146,"Nescafe",2
"2547",130155,"Kenco",2
"2548",130211,"Douwe Egbert",1
"2549",130211,"Kenco",7
"2550",130211,"Other brands",1
"2551",130211,"Supermarket own",1
"2552",130313,"Carte Noire",1
"2553",130313,"Kenco",3
"2554",130370,"Nescafe",3
"2555",130377,"Carte Noire",1
"2556",130398,"Supermarket own",6
"2557",130448,"Nescafe",8
"2558",130474,"Kenco",2
"2559",130480,"Supermarket own",7
"2560",130545,"Nescafe",1
"2561",130545,"Supermarket own",2
"2562",130560,"Douwe Egbert",1
"2563",130560,"Supermarket own",1
"2564",130619,"Douwe Egbert",4
"2565",130635,"Nescafe",4
"2566",130635,"Supermarket own",2
"2567",130640,"Kenco",1
"2568",130646,"Carte Noire",1
"2569",130646,"Other brands",1
"2570",130648,"Douwe Egbert",2
"2571",130648,"Nescafe",3
"2572",130668,"Other brands",1
"2573",130668,"Supermarket own",2
"2574",130672,"Nescafe",1
"2575",130672,"Supermarket own",12
"2576",130721,"Nescafe",1
"2577",130721,"Supermarket own",1
"2578",130742,"Kenco",1
"2579",130747,"Nescafe",1
"2580",130777,"Kenco",2
"2581",130777,"Nescafe",2
"2582",130777,"Other brands",1
"2583",130833,"Nescafe",1
"2584",130941,"Nescafe",1
"2585",130987,"Carte Noire",2
"2586",130987,"Kenco",2
"2587",130987,"Nescafe",1
"2588",131004,"Kenco",4
"2589",131007,"Douwe Egbert",5
"2590",131007,"Kenco",1
"2591",131043,"Carte Noire",1
"2592",131043,"Nescafe",1
"2593",131066,"Supermarket own",4
"2594",131087,"Supermarket own",1
"2595",131097,"Supermarket own",6
"2596",131107,"Nescafe",4
"2597",131184,"Supermarket own",1
"2598",131196,"Supermarket own",1
"2599",131205,"Douwe Egbert",3
"2600",131205,"Supermarket own",2
"2601",131267,"Nescafe",1
"2602",131287,"Nescafe",3
"2603",131289,"Other brands",7
"2604",131289,"Supermarket own",1
"2605",131311,"Kenco",2
"2606",131311,"Other brands",1
"2607",131311,"Supermarket own",6
"2608",131320,"Kenco",8
"2609",131385,"Kenco",1
"2610",131385,"Supermarket own",9
"2611",131390,"Douwe Egbert",2
"2612",131390,"Kenco",1
"2613",131390,"Supermarket own",8
"2614",131398,"Supermarket own",35
"2615",131470,"Nescafe",1
"2616",131482,"Supermarket own",4
"2617",131500,"Kenco",2
"2618",131500,"Nescafe",1
"2619",131500,"Supermarket own",1
"2620",131513,"Douwe Egbert",22
"2621",131513,"Kenco",1
"2622",131513,"Nescafe",1
"2623",131546,"Nescafe",6
"2624",131551,"Carte Noire",3
"2625",131555,"Nescafe",1
"2626",131555,"Other brands",1
"2627",131555,"Supermarket own",1
"2628",131597,"Douwe Egbert",3
"2629",131597,"Kenco",10
"2630",131597,"Nescafe",2
"2631",131597,"Other brands",3
"2632",131610,"Nescafe",1
"2633",131629,"Supermarket own",1
"2634",131633,"Nescafe",3
"2635",131633,"Supermarket own",4
"2636",131676,"Kenco",1
"2637",131676,"Nescafe",1
"2638",131678,"Nescafe",2
"2639",131700,"Supermarket own",11
"2640",131814,"Carte Noire",1
"2641",131814,"Kenco",2
"2642",131814,"Nescafe",6
"2643",131833,"Supermarket own",32
"2644",131866,"Douwe Egbert",8
"2645",131879,"Douwe Egbert",2
"2646",131891,"Kenco",2
"2647",131891,"Nescafe",3
"2648",131909,"Nescafe",5
"2649",131926,"Carte Noire",2
"2650",131926,"Nescafe",1
"2651",132043,"Nescafe",2
"2652",132066,"Carte Noire",2
"2653",132066,"Kenco",3
"2654",132077,"Nescafe",14
"2655",132097,"Supermarket own",2
"2656",132103,"Kenco",1
"2657",132103,"Nescafe",3
"2658",132103,"Supermarket own",2
"2659",132115,"Kenco",2
"2660",132127,"Nescafe",6
"2661",132136,"Kenco",2
"2662",132203,"Douwe Egbert",1
"2663",132203,"Nescafe",7
"2664",132210,"Supermarket own",14
"2665",132234,"Douwe Egbert",2
"2666",132234,"Kenco",2
"2667",132264,"Supermarket own",1
"2668",132292,"Kenco",1
"2669",132308,"Kenco",2
"2670",132350,"Supermarket own",6
"2671",132400,"Nescafe",5
"2672",132415,"Carte Noire",1
"2673",132415,"Kenco",1
"2674",132481,"Nescafe",1
"2675",132483,"Carte Noire",1
"2676",132483,"Kenco",2
"2677",132483,"Nescafe",3
"2678",132483,"Other brands",4
"2679",132494,"Carte Noire",4
"2680",132498,"Kenco",1
"2681",132498,"Supermarket own",1
"2682",132499,"Douwe Egbert",4
"2683",132507,"Supermarket own",1
"2684",132520,"Kenco",1
"2685",132522,"Kenco",1
"2686",132522,"Other brands",1
"2687",132533,"Douwe Egbert",2
"2688",132533,"Kenco",2
"2689",132590,"Carte Noire",2
"2690",132597,"Douwe Egbert",9
"2691",132597,"Kenco",12
"2692",132597,"Nescafe",2
"2693",132620,"Kenco",19
"2694",132627,"Supermarket own",1
"2695",132633,"Nescafe",1
"2696",132635,"Nescafe",1
"2697",132635,"Supermarket own",13
"2698",132669,"Douwe Egbert",2
"2699",132669,"Kenco",3
"2700",132697,"Kenco",5
"2701",132697,"Nescafe",1
"2702",132703,"Nescafe",2
"2703",132756,"Kenco",3
"2704",132807,"Supermarket own",1
"2705",132812,"Kenco",1
"2706",132812,"Supermarket own",2
"2707",132820,"Kenco",4
"2708",132844,"Nescafe",2
"2709",132852,"Carte Noire",6
"2710",132852,"Kenco",8
"2711",132852,"Nescafe",1
"2712",132852,"Other brands",1
"2713",132912,"Douwe Egbert",12
"2714",132930,"Nescafe",1
"2715",132931,"Nescafe",2
"2716",132947,"Supermarket own",1
"2717",132961,"Nescafe",1
"2718",132983,"Supermarket own",19
"2719",132991,"Kenco",1
"2720",132991,"Nescafe",2
"2721",133033,"Nescafe",1
"2722",133041,"Kenco",1
"2723",133069,"Supermarket own",8
"2724",133075,"Kenco",8
"2725",133083,"Douwe Egbert",1
"2726",133083,"Kenco",1
"2727",133092,"Supermarket own",4
"2728",133154,"Nescafe",11
"2729",133180,"Douwe Egbert",3
"2730",133180,"Kenco",1
"2731",133180,"Other brands",1
"2732",133180,"Supermarket own",7
"2733",133181,"Nescafe",9
"2734",133183,"Douwe Egbert",13
"2735",133183,"Nescafe",2
"2736",133230,"Nescafe",1
"2737",133230,"Other brands",2
"2738",133230,"Supermarket own",1
"2739",133257,"Douwe Egbert",4
"2740",133259,"Nescafe",1
"2741",133263,"Nescafe",1
"2742",133264,"Nescafe",1
"2743",133299,"Douwe Egbert",3
"2744",133299,"Other brands",4
"2745",133333,"Supermarket own",2
"2746",133334,"Nescafe",6
"2747",133362,"Supermarket own",1
"2748",133377,"Douwe Egbert",4
"2749",133377,"Kenco",1
"2750",133394,"Nescafe",3
"2751",133422,"Kenco",7
"2752",133456,"Nescafe",2
"2753",133496,"Supermarket own",1
"2754",133511,"Douwe Egbert",1
"2755",133515,"Carte Noire",1
"2756",133515,"Other brands",11
"2757",133515,"Supermarket own",14
"2758",133542,"Douwe Egbert",1
"2759",133542,"Kenco",2
"2760",133542,"Nescafe",2
"2761",133586,"Carte Noire",1
"2762",133586,"Nescafe",3
"2763",133597,"Douwe Egbert",1
"2764",133597,"Supermarket own",18
"2765",133599,"Kenco",2
"2766",133603,"Douwe Egbert",21
"2767",133614,"Carte Noire",1
"2768",133614,"Other brands",1
"2769",133640,"Kenco",1
"2770",133640,"Nescafe",4
"2771",133720,"Supermarket own",4
"2772",133732,"Carte Noire",1
"2773",133761,"Douwe Egbert",1
"2774",133761,"Kenco",3
"2775",133774,"Nescafe",1
"2776",133810,"Douwe Egbert",20
"2777",133810,"Kenco",2
"2778",133810,"Other brands",1
"2779",133810,"Supermarket own",8
"2780",133887,"Nescafe",1
"2781",133917,"Supermarket own",40
"2782",133919,"Douwe Egbert",2
"2783",133919,"Kenco",4
"2784",133919,"Nescafe",4
"2785",133919,"Supermarket own",2
"2786",133943,"Douwe Egbert",3
"2787",133943,"Nescafe",19
"2788",133953,"Nescafe",3
"2789",133958,"Nescafe",11
"2790",133958,"Supermarket own",1
"2791",133969,"Nescafe",3
"2792",133975,"Kenco",4
"2793",133983,"Nescafe",19
"2794",134014,"Douwe Egbert",1
"2795",134014,"Kenco",1
"2796",134014,"Supermarket own",2
"2797",134039,"Douwe Egbert",1
"2798",134051,"Supermarket own",15
"2799",134062,"Douwe Egbert",4
"2800",134062,"Nescafe",12
"2801",134163,"Kenco",8
"2802",134165,"Kenco",1
"2803",134165,"Nescafe",17
"2804",134165,"Supermarket own",3
"2805",134168,"Carte Noire",1
"2806",134168,"Kenco",1
"2807",134168,"Nescafe",5
"2808",134168,"Supermarket own",16
"2809",134206,"Carte Noire",1
"2810",134226,"Supermarket own",1
"2811",134277,"Kenco",2
"2812",134346,"Douwe Egbert",1
"2813",134416,"Kenco",1
"2814",134416,"Nescafe",3
"2815",134416,"Other brands",2
"2816",134416,"Supermarket own",1
"2817",134436,"Douwe Egbert",1
"2818",134453,"Kenco",2
"2819",134462,"Douwe Egbert",1
"2820",134462,"Other brands",1
"2821",134483,"Supermarket own",10
"2822",134490,"Supermarket own",2
"2823",134500,"Nescafe",3
"2824",134546,"Kenco",4
"2825",134546,"Nescafe",2
"2826",134554,"Kenco",2
"2827",134624,"Douwe Egbert",1
"2828",134624,"Supermarket own",2
"2829",134634,"Kenco",2
"2830",134634,"Nescafe",1
"2831",134664,"Supermarket own",13
"2832",134702,"Nescafe",1
"2833",134738,"Supermarket own",16
"2834",134758,"Carte Noire",4
"2835",134758,"Douwe Egbert",3
"2836",134758,"Nescafe",2
"2837",134810,"Nescafe",1
"2838",134813,"Nescafe",13
"2839",134814,"Nescafe",1
"2840",134848,"Carte Noire",1
"2841",134848,"Kenco",1
"2842",134848,"Other brands",2
"2843",134848,"Supermarket own",1
"2844",134849,"Supermarket own",2
"2845",134871,"Supermarket own",21
"2846",134900,"Kenco",11
"2847",134919,"Supermarket own",8
"2848",134924,"Douwe Egbert",5
"2849",134995,"Supermarket own",1
"2850",135012,"Supermarket own",3
"2851",135045,"Kenco",1
"2852",135075,"Nescafe",1
"2853",135085,"Douwe Egbert",1
"2854",135085,"Kenco",3
"2855",135085,"Nescafe",1
"2856",135085,"Supermarket own",7
"2857",135087,"Nescafe",4
"2858",135155,"Kenco",2
"2859",135207,"Carte Noire",1
"2860",135207,"Nescafe",1
"2861",135242,"Supermarket own",2
"2862",135276,"Douwe Egbert",2
"2863",135276,"Kenco",19
"2864",135279,"Carte Noire",2
"2865",135279,"Douwe Egbert",4
"2866",135279,"Kenco",4
"2867",135279,"Other brands",3
"2868",135298,"Supermarket own",13
"2869",135309,"Douwe Egbert",3
"2870",135309,"Kenco",1
"2871",135309,"Nescafe",1
"2872",135317,"Carte Noire",5
"2873",135317,"Supermarket own",3
"2874",135334,"Supermarket own",56
"2875",135411,"Nescafe",3
"2876",135421,"Nescafe",8
"2877",135421,"Other brands",1
"2878",135446,"Carte Noire",1
"2879",135446,"Kenco",3
"2880",135446,"Nescafe",2
"2881",135446,"Other brands",2
"2882",135458,"Carte Noire",1
"2883",135458,"Kenco",11
"2884",135458,"Nescafe",1
"2885",135468,"Carte Noire",21
"2886",135516,"Nescafe",15
"2887",135521,"Douwe Egbert",14
"2888",135521,"Nescafe",32
"2889",135526,"Kenco",1
"2890",135526,"Supermarket own",2
"2891",135549,"Carte Noire",9
"2892",135563,"Kenco",1
"2893",135584,"Kenco",2
"2894",135584,"Nescafe",9
"2895",135671,"Supermarket own",1
"2896",135700,"Nescafe",7
"2897",135781,"Supermarket own",39
"2898",135843,"Supermarket own",2
"2899",135849,"Nescafe",1
"2900",135909,"Carte Noire",9
"2901",135909,"Other brands",2
"2902",135910,"Nescafe",1
"2903",135959,"Nescafe",3
"2904",135959,"Supermarket own",1
"2905",135971,"Supermarket own",2
"2906",136001,"Carte Noire",1
"2907",136001,"Kenco",2
"2908",136001,"Nescafe",1
"2909",136026,"Nescafe",2
"2910",136036,"Kenco",1
"2911",136049,"Douwe Egbert",1
"2912",136049,"Other brands",1
"2913",136060,"Kenco",6
"2914",136070,"Carte Noire",3
"2915",136070,"Kenco",1
"2916",136070,"Nescafe",1
"2917",136098,"Douwe Egbert",1
"2918",136104,"Douwe Egbert",1
"2919",136119,"Kenco",11
"2920",136119,"Nescafe",16
"2921",136134,"Nescafe",2
"2922",136143,"Nescafe",1
"2923",136156,"Kenco",1
"2924",136179,"Supermarket own",1
"2925",136188,"Nescafe",3
"2926",136188,"Other brands",1
"2927",136192,"Douwe Egbert",1
"2928",136192,"Kenco",1
"2929",136212,"Carte Noire",1
"2930",136212,"Kenco",3
"2931",136212,"Other brands",1
"2932",136223,"Douwe Egbert",4
"2933",136223,"Kenco",6
"2934",136231,"Nescafe",6
"2935",136231,"Other brands",9
"2936",136231,"Supermarket own",12
"2937",136234,"Kenco",1
"2938",136234,"Supermarket own",1
"2939",136265,"Other brands",1
"2940",136286,"Carte Noire",1
"2941",136286,"Kenco",4
"2942",136286,"Supermarket own",1
"2943",136290,"Supermarket own",8
"2944",136291,"Supermarket own",6
"2945",136377,"Kenco",2
"2946",136439,"Nescafe",2
"2947",136448,"Supermarket own",3
"2948",136463,"Nescafe",8
"2949",136483,"Douwe Egbert",1
"2950",136485,"Douwe Egbert",1
"2951",136485,"Kenco",3
"2952",136485,"Nescafe",2
"2953",136512,"Kenco",4
"2954",136546,"Kenco",1
"2955",136640,"Douwe Egbert",2
"2956",136640,"Kenco",1
"2957",136640,"Nescafe",1
"2958",136649,"Carte Noire",41
"2959",136649,"Supermarket own",1
"2960",136651,"Kenco",1
"2961",136651,"Nescafe",1
"2962",136651,"Supermarket own",6
"2963",136732,"Kenco",2
"2964",136732,"Nescafe",4
"2965",136737,"Supermarket own",6
"2966",136773,"Other brands",2
"2967",136793,"Supermarket own",3
"2968",136835,"Nescafe",5
"2969",136840,"Other brands",2
"2970",136840,"Supermarket own",8
"2971",136851,"Douwe Egbert",3
"2972",136851,"Nescafe",1
"2973",136902,"Carte Noire",3
"2974",136946,"Carte Noire",1
"2975",136946,"Douwe Egbert",1
"2976",136967,"Nescafe",1
"2977",137032,"Supermarket own",6
"2978",137058,"Supermarket own",5
"2979",137061,"Kenco",1
"2980",137089,"Other brands",1
"2981",137109,"Douwe Egbert",1
"2982",137109,"Other brands",2
"2983",137151,"Kenco",1
"2984",137177,"Carte Noire",1
"2985",137177,"Kenco",6
"2986",137178,"Douwe Egbert",3
"2987",137178,"Nescafe",1
"2988",137274,"Supermarket own",1
"2989",137297,"Nescafe",1
"2990",137312,"Douwe Egbert",1
"2991",137312,"Other brands",1
"2992",137312,"Supermarket own",1
"2993",137323,"Supermarket own",1
"2994",137340,"Other brands",1
"2995",137340,"Supermarket own",1
"2996",137417,"Kenco",1
"2997",137417,"Supermarket own",1
"2998",137425,"Kenco",2
"2999",137460,"Supermarket own",4
"3000",137492,"Nescafe",6
"3001",137495,"Nescafe",1
"3002",137505,"Supermarket own",12
"3003",137616,"Nescafe",1
"3004",137616,"Supermarket own",5
"3005",137666,"Douwe Egbert",2
"3006",137666,"Kenco",3
"3007",137666,"Supermarket own",1
"3008",137691,"Carte Noire",8
"3009",137716,"Kenco",15
"3010",137721,"Douwe Egbert",1
"3011",137721,"Supermarket own",1
"3012",137800,"Kenco",2
"3013",137800,"Nescafe",1
"3014",137800,"Supermarket own",2
"3015",137876,"Kenco",1
"3016",137906,"Kenco",1
"3017",137908,"Kenco",2
"3018",137996,"Carte Noire",1
"3019",138021,"Douwe Egbert",1
"3020",138021,"Nescafe",10
"3021",138021,"Other brands",1
"3022",138024,"Kenco",10
"3023",138112,"Nescafe",1
"3024",138128,"Nescafe",8
"3025",138173,"Douwe Egbert",21
"3026",138173,"Kenco",3
"3027",138173,"Nescafe",1
"3028",138318,"Kenco",17
"3029",138342,"Nescafe",1
"3030",138355,"Carte Noire",1
"3031",138386,"Kenco",1
"3032",138386,"Nescafe",12
"3033",138390,"Kenco",2
"3034",138402,"Carte Noire",2
"3035",138402,"Douwe Egbert",5
"3036",138402,"Other brands",2
"3037",138402,"Supermarket own",5
"3038",138517,"Nescafe",1
"3039",138535,"Nescafe",1
"3040",138541,"Douwe Egbert",6
"3041",138541,"Nescafe",1
"3042",138548,"Nescafe",6
"3043",138557,"Kenco",3
"3044",138563,"Kenco",1
"3045",138563,"Nescafe",1
"3046",138563,"Other brands",1
"3047",138563,"Supermarket own",4
"3048",138604,"Supermarket own",6
"3049",138607,"Douwe Egbert",2
"3050",138607,"Kenco",6
"3051",138607,"Nescafe",2
"3052",138610,"Douwe Egbert",1
"3053",138627,"Douwe Egbert",1
"3054",138627,"Supermarket own",1
"3055",138678,"Nescafe",3
"3056",138691,"Kenco",26
"3057",138728,"Supermarket own",7
"3058",138750,"Kenco",19
"3059",138799,"Nescafe",15
"3060",138801,"Supermarket own",1
"3061",138817,"Kenco",1
"3062",138829,"Douwe Egbert",1
"3063",138829,"Kenco",2
"3064",138829,"Nescafe",1
"3065",138829,"Supermarket own",6
"3066",138853,"Carte Noire",8
"3067",138853,"Nescafe",5
"3068",138853,"Supermarket own",8
"3069",138859,"Supermarket own",30
"3070",138911,"Douwe Egbert",1
"3071",138911,"Nescafe",9
"3072",138911,"Other brands",4
"3073",138911,"Supermarket own",4
"3074",138912,"Nescafe",2
"3075",138918,"Kenco",1
"3076",138918,"Nescafe",2
"3077",138940,"Supermarket own",1
"3078",138983,"Kenco",6
"3079",138984,"Supermarket own",3
"3080",139009,"Nescafe",2
"3081",139108,"Kenco",1
"3082",139196,"Kenco",14
"3083",139212,"Douwe Egbert",1
"3084",139212,"Nescafe",5
"3085",139212,"Other brands",1
"3086",139226,"Supermarket own",1
"3087",139313,"Supermarket own",1
"3088",139409,"Nescafe",1
"3089",139486,"Carte Noire",1
"3090",139517,"Nescafe",5
"3091",139517,"Supermarket own",5
"3092",139545,"Kenco",1
"3093",139549,"Douwe Egbert",1
"3094",139549,"Kenco",2
"3095",139549,"Other brands",1
"3096",139556,"Nescafe",16
"3097",139556,"Other brands",1
"3098",139633,"Supermarket own",3
"3099",139670,"Carte Noire",1
"3100",139670,"Kenco",1
"3101",139716,"Kenco",29
"3102",139716,"Nescafe",6
"3103",139716,"Supermarket own",5
"3104",139719,"Nescafe",9
"3105",139724,"Kenco",1
"3106",139743,"Supermarket own",1
"3107",139776,"Douwe Egbert",2
"3108",139776,"Kenco",1
"3109",139776,"Supermarket own",2
"3110",139780,"Supermarket own",17
"3111",139781,"Nescafe",1
"3112",139818,"Kenco",1
"3113",139854,"Supermarket own",2
"3114",139907,"Douwe Egbert",3
"3115",139907,"Nescafe",1
"3116",139907,"Other brands",1
"3117",139912,"Kenco",1
"3118",139933,"Supermarket own",2
"3119",139964,"Carte Noire",1
"3120",139988,"Kenco",1
"3121",139988,"Nescafe",1
"3122",139990,"Douwe Egbert",1
"3123",140007,"Douwe Egbert",2
"3124",140007,"Other brands",3
"3125",140007,"Supermarket own",14
"3126",140014,"Nescafe",1
"3127",140014,"Supermarket own",1
"3128",140021,"Other brands",2
"3129",140021,"Supermarket own",1
"3130",140023,"Nescafe",3
"3131",140023,"Supermarket own",16
"3132",140036,"Douwe Egbert",5
"3133",140036,"Kenco",3
"3134",140036,"Nescafe",4
"3135",140036,"Other brands",8
"3136",140044,"Supermarket own",10
"3137",140054,"Douwe Egbert",1
"3138",140054,"Supermarket own",1
"3139",140068,"Nescafe",1
"3140",140079,"Nescafe",1
"3141",140097,"Douwe Egbert",6
"3142",140097,"Kenco",13
"3143",140097,"Supermarket own",1
"3144",140107,"Supermarket own",35
"3145",140114,"Kenco",1
"3146",140139,"Douwe Egbert",1
"3147",140139,"Kenco",8
"3148",140156,"Supermarket own",4
"3149",140159,"Douwe Egbert",7
"3150",140159,"Kenco",7
"3151",140159,"Nescafe",1
"3152",140159,"Other brands",1
"3153",140159,"Supermarket own",5
"3154",140262,"Nescafe",10
"3155",140277,"Nescafe",1
"3156",140278,"Douwe Egbert",10
"3157",140278,"Supermarket own",3
"3158",140288,"Douwe Egbert",2
"3159",140288,"Nescafe",2
"3160",140296,"Kenco",3
"3161",140360,"Other brands",6
"3162",140364,"Supermarket own",7
"3163",140367,"Douwe Egbert",1
"3164",140367,"Nescafe",6
"3165",140410,"Nescafe",1
"3166",140417,"Supermarket own",4
"3167",140428,"Supermarket own",3
"3168",140528,"Kenco",17
"3169",140543,"Douwe Egbert",6
"3170",140543,"Kenco",17
"3171",140543,"Nescafe",1
"3172",140543,"Other brands",2
"3173",140568,"Kenco",2
"3174",140598,"Supermarket own",2
"3175",140607,"Nescafe",15
"3176",140616,"Nescafe",3
"3177",140644,"Nescafe",5
"3178",140693,"Nescafe",2
"3179",140732,"Supermarket own",2
"3180",140781,"Kenco",5
"3181",140786,"Carte Noire",1
"3182",140786,"Kenco",2
"3183",140786,"Nescafe",2
"3184",140786,"Other brands",4
"3185",140786,"Supermarket own",1
"3186",140798,"Supermarket own",9
"3187",140809,"Nescafe",13
"3188",140810,"Kenco",2
"3189",140810,"Nescafe",1
"3190",140810,"Supermarket own",2
"3191",140823,"Supermarket own",1
"3192",140831,"Douwe Egbert",4
"3193",140838,"Carte Noire",1
"3194",140841,"Kenco",9
"3195",140841,"Supermarket own",2
"3196",140868,"Supermarket own",1
"3197",140913,"Kenco",3
"3198",140913,"Nescafe",13
"3199",140948,"Carte Noire",2
"3200",140950,"Kenco",1
"3201",140950,"Supermarket own",1
"3202",140971,"Kenco",6
"3203",140971,"Nescafe",5
"3204",140971,"Supermarket own",1
"3205",140987,"Supermarket own",1
"3206",140995,"Douwe Egbert",7
"3207",140995,"Nescafe",2
"3208",141002,"Supermarket own",3
"3209",141103,"Other brands",1
"3210",141103,"Supermarket own",6
"3211",141183,"Nescafe",1
"3212",141204,"Supermarket own",6
"3213",141215,"Nescafe",11
"3214",141215,"Other brands",8
"3215",141229,"Douwe Egbert",1
"3216",141229,"Kenco",3
"3217",141229,"Nescafe",1
"3218",141229,"Supermarket own",1
"3219",141268,"Douwe Egbert",2
"3220",141268,"Other brands",1
"3221",141273,"Carte Noire",9
"3222",141278,"Kenco",2
"3223",141278,"Nescafe",8
"3224",141314,"Supermarket own",1
"3225",141337,"Supermarket own",1
"3226",141366,"Carte Noire",2
"3227",141366,"Kenco",6
"3228",141366,"Other brands",1
"3229",141420,"Kenco",5
"3230",141447,"Nescafe",1
"3231",141466,"Kenco",1
"3232",141494,"Supermarket own",2
"3233",141519,"Other brands",6
"3234",141519,"Supermarket own",5
"3235",141523,"Kenco",5
"3236",141602,"Douwe Egbert",3
"3237",141602,"Kenco",4
"3238",141609,"Carte Noire",3
"3239",141609,"Douwe Egbert",3
"3240",141616,"Douwe Egbert",16
"3241",141616,"Kenco",7
"3242",141656,"Carte Noire",15
"3243",141692,"Douwe Egbert",13
"3244",141695,"Other brands",1
"3245",141695,"Supermarket own",12
"3246",141706,"Kenco",3
"3247",141723,"Douwe Egbert",8
"3248",141728,"Douwe Egbert",3
"3249",141733,"Nescafe",6
"3250",141750,"Kenco",14
"3251",141751,"Douwe Egbert",1
"3252",141751,"Nescafe",5
"3253",141802,"Carte Noire",1
"3254",141809,"Douwe Egbert",3
"3255",141809,"Kenco",5
"3256",141809,"Nescafe",5
"3257",141814,"Douwe Egbert",1
"3258",141814,"Kenco",1
"3259",141822,"Carte Noire",1
"3260",141822,"Kenco",1
"3261",141822,"Nescafe",1
"3262",141822,"Other brands",1
"3263",141822,"Supermarket own",1
"3264",141841,"Nescafe",1
"3265",141841,"Other brands",3
"3266",141841,"Supermarket own",2
"3267",141858,"Nescafe",1
"3268",141872,"Kenco",7
"3269",141886,"Nescafe",8
"3270",141893,"Nescafe",1
"3271",141942,"Kenco",4
"3272",141966,"Kenco",1
"3273",141966,"Supermarket own",7
"3274",141980,"Kenco",2
"3275",142013,"Douwe Egbert",2
"3276",142013,"Kenco",2
"3277",142033,"Douwe Egbert",2
"3278",142033,"Kenco",6
"3279",142033,"Nescafe",2
"3280",142037,"Douwe Egbert",5
"3281",142037,"Kenco",8
"3282",142037,"Nescafe",5
"3283",142037,"Other brands",3
"3284",142037,"Supermarket own",4
"3285",142040,"Kenco",1
"3286",142104,"Douwe Egbert",8
"3287",142179,"Kenco",2
"3288",142225,"Nescafe",12
"3289",142239,"Douwe Egbert",2
"3290",142254,"Carte Noire",10
"3291",142254,"Nescafe",1
"3292",142254,"Other brands",5
"3293",142257,"Supermarket own",9
"3294",142299,"Supermarket own",2
"3295",142334,"Douwe Egbert",1
"3296",142334,"Nescafe",11
"3297",142334,"Supermarket own",1
"3298",142338,"Kenco",1
"3299",142391,"Supermarket own",8
"3300",142437,"Nescafe",1
"3301",142469,"Other brands",1
"3302",142471,"Douwe Egbert",1
"3303",142471,"Kenco",3
"3304",142471,"Nescafe",1
"3305",142471,"Supermarket own",7
"3306",142475,"Supermarket own",4
"3307",142476,"Nescafe",1
"3308",142476,"Supermarket own",7
"3309",142479,"Nescafe",2
"3310",142487,"Kenco",7
"3311",142487,"Supermarket own",1
"3312",142561,"Supermarket own",1
"3313",142566,"Supermarket own",2
"3314",142569,"Supermarket own",18
"3315",142570,"Nescafe",1
"3316",142609,"Nescafe",1
"3317",142609,"Supermarket own",1
"3318",142612,"Douwe Egbert",2
"3319",142612,"Nescafe",3
"3320",142612,"Other brands",1
"3321",142630,"Nescafe",5
"3322",142630,"Supermarket own",2
"3323",142639,"Douwe Egbert",5
"3324",142639,"Kenco",2
"3325",142639,"Nescafe",2
"3326",142639,"Other brands",4
