"","house","brand_clean","brand_count"
"16500",739559,"Nescafe",1
"16501",739559,"Supermarket own",2
"16502",739563,"Kenco",2
"16503",739570,"Nescafe",6
"16504",739600,"Nescafe",7
"16505",739601,"Kenco",3
"16506",739626,"Douwe Egbert",2
"16507",739626,"Supermarket own",33
"16508",739628,"Douwe Egbert",1
"16509",739628,"Kenco",9
"16510",739640,"Douwe Egbert",1
"16511",739640,"Kenco",3
"16512",739640,"Nescafe",6
"16513",739640,"Other brands",1
"16514",739654,"Kenco",4
"16515",739654,"Nescafe",1
"16516",739658,"Supermarket own",4
"16517",739666,"Douwe Egbert",1
"16518",739666,"Nescafe",2
"16519",739671,"Carte Noire",4
"16520",739671,"Douwe Egbert",1
"16521",739671,"Kenco",1
"16522",739672,"Supermarket own",6
"16523",739673,"Kenco",1
"16524",739673,"Supermarket own",1
"16525",739674,"Kenco",2
"16526",739678,"Other brands",2
"16527",739678,"Supermarket own",1
"16528",739680,"Kenco",1
"16529",739680,"Nescafe",3
"16530",739691,"Other brands",1
"16531",739695,"Kenco",12
"16532",739707,"Douwe Egbert",1
"16533",739707,"Nescafe",2
"16534",739710,"Nescafe",2
"16535",739725,"Supermarket own",16
"16536",739729,"Douwe Egbert",1
"16537",739729,"Nescafe",1
"16538",739741,"Douwe Egbert",1
"16539",739741,"Supermarket own",7
"16540",739743,"Kenco",2
"16541",739777,"Supermarket own",5
"16542",739778,"Carte Noire",2
"16543",739778,"Kenco",2
"16544",739778,"Nescafe",1
"16545",739781,"Nescafe",3
"16546",739792,"Nescafe",1
"16547",739792,"Supermarket own",1
"16548",739801,"Nescafe",1
"16549",739817,"Supermarket own",14
"16550",739820,"Supermarket own",48
"16551",739821,"Kenco",8
"16552",739826,"Kenco",2
"16553",739826,"Nescafe",1
"16554",739829,"Nescafe",14
"16555",739830,"Kenco",4
"16556",739837,"Douwe Egbert",7
"16557",739837,"Other brands",1
"16558",739846,"Supermarket own",1
"16559",739853,"Nescafe",13
"16560",739855,"Kenco",2
"16561",739856,"Kenco",1
"16562",739858,"Nescafe",1
"16563",739859,"Supermarket own",2
"16564",739865,"Douwe Egbert",1
"16565",739865,"Nescafe",1
"16566",739866,"Nescafe",3
"16567",739872,"Douwe Egbert",4
"16568",739873,"Douwe Egbert",1
"16569",739878,"Douwe Egbert",2
"16570",739897,"Nescafe",2
"16571",739904,"Douwe Egbert",2
"16572",739904,"Nescafe",1
"16573",739907,"Kenco",3
"16574",739907,"Nescafe",1
"16575",739913,"Kenco",1
"16576",739913,"Other brands",6
"16577",739929,"Supermarket own",2
"16578",739931,"Douwe Egbert",12
"16579",739931,"Nescafe",1
"16580",739932,"Nescafe",1
"16581",739951,"Douwe Egbert",1
"16582",739951,"Supermarket own",17
"16583",739962,"Nescafe",9
"16584",739981,"Kenco",9
"16585",740004,"Kenco",1
"16586",740007,"Douwe Egbert",1
"16587",740007,"Nescafe",1
"16588",740008,"Kenco",10
"16589",740035,"Supermarket own",1
"16590",740039,"Nescafe",2
"16591",740041,"Douwe Egbert",2
"16592",740041,"Nescafe",2
"16593",740044,"Carte Noire",3
"16594",740044,"Kenco",1
"16595",740051,"Nescafe",1
"16596",740051,"Other brands",3
"16597",740057,"Kenco",18
"16598",740059,"Kenco",3
"16599",740063,"Kenco",1
"16600",740069,"Carte Noire",8
"16601",740069,"Douwe Egbert",5
"16602",740069,"Kenco",14
"16603",740069,"Nescafe",6
"16604",740069,"Other brands",1
"16605",740072,"Nescafe",1
"16606",740072,"Supermarket own",2
"16607",740074,"Supermarket own",1
"16608",740086,"Supermarket own",1
"16609",740095,"Supermarket own",2
"16610",740099,"Nescafe",22
"16611",740120,"Supermarket own",2
"16612",740134,"Kenco",1
"16613",740138,"Carte Noire",2
"16614",740138,"Kenco",1
"16615",740138,"Nescafe",1
"16616",740138,"Supermarket own",5
"16617",740156,"Kenco",30
"16618",740156,"Nescafe",9
"16619",740160,"Douwe Egbert",5
"16620",740160,"Nescafe",4
"16621",740160,"Other brands",2
"16622",740160,"Supermarket own",1
"16623",740162,"Supermarket own",5
"16624",740164,"Kenco",2
"16625",740166,"Supermarket own",26
"16626",740168,"Douwe Egbert",3
"16627",740168,"Supermarket own",7
"16628",740170,"Nescafe",2
"16629",740175,"Douwe Egbert",1
"16630",740177,"Nescafe",1
"16631",740179,"Carte Noire",4
"16632",740179,"Douwe Egbert",4
"16633",740179,"Kenco",1
"16634",740179,"Nescafe",1
"16635",740179,"Supermarket own",1
"16636",740188,"Douwe Egbert",2
"16637",740188,"Nescafe",4
"16638",740201,"Kenco",18
"16639",740205,"Nescafe",1
"16640",740207,"Kenco",1
"16641",740207,"Nescafe",3
"16642",740214,"Nescafe",2
"16643",740215,"Douwe Egbert",1
"16644",740215,"Other brands",1
"16645",740222,"Nescafe",1
"16646",740222,"Supermarket own",2
"16647",740227,"Supermarket own",9
"16648",740235,"Kenco",2
"16649",740256,"Douwe Egbert",9
"16650",740256,"Supermarket own",1
"16651",740274,"Nescafe",1
"16652",740274,"Supermarket own",5
"16653",740293,"Nescafe",1
"16654",740302,"Douwe Egbert",1
"16655",740302,"Supermarket own",2
"16656",740308,"Douwe Egbert",2
"16657",740308,"Kenco",1
"16658",740329,"Carte Noire",3
"16659",740329,"Kenco",1
"16660",740329,"Nescafe",1
"16661",740329,"Supermarket own",13
"16662",740339,"Nescafe",1
"16663",740339,"Supermarket own",4
"16664",740346,"Douwe Egbert",1
"16665",740346,"Kenco",1
"16666",740347,"Douwe Egbert",5
"16667",740347,"Kenco",4
"16668",740347,"Nescafe",4
"16669",740351,"Douwe Egbert",1
"16670",740357,"Nescafe",1
"16671",740360,"Kenco",3
"16672",740361,"Douwe Egbert",3
"16673",740372,"Kenco",1
"16674",740378,"Douwe Egbert",2
"16675",740381,"Other brands",1
"16676",740390,"Douwe Egbert",1
"16677",740390,"Supermarket own",1
"16678",740398,"Supermarket own",12
"16679",740404,"Carte Noire",3
"16680",740404,"Nescafe",3
"16681",740404,"Supermarket own",3
"16682",740428,"Kenco",2
"16683",740428,"Nescafe",3
"16684",740428,"Other brands",1
"16685",740428,"Supermarket own",9
"16686",740431,"Kenco",7
"16687",740434,"Supermarket own",1
"16688",740441,"Kenco",2
"16689",740441,"Nescafe",1
"16690",740441,"Supermarket own",3
"16691",740443,"Douwe Egbert",5
"16692",740443,"Nescafe",2
"16693",740451,"Nescafe",1
"16694",740455,"Kenco",1
"16695",740455,"Nescafe",3
"16696",740467,"Kenco",4
"16697",740467,"Nescafe",1
"16698",740467,"Supermarket own",1
"16699",740470,"Douwe Egbert",1
"16700",740470,"Kenco",4
"16701",740479,"Douwe Egbert",1
"16702",740479,"Nescafe",13
"16703",740496,"Nescafe",1
"16704",740498,"Douwe Egbert",6
"16705",740498,"Nescafe",35
"16706",740500,"Kenco",1
"16707",740515,"Carte Noire",1
"16708",740515,"Douwe Egbert",2
"16709",740519,"Nescafe",1
"16710",740519,"Supermarket own",1
"16711",740520,"Supermarket own",1
"16712",740555,"Douwe Egbert",3
"16713",740555,"Nescafe",1
"16714",740557,"Douwe Egbert",5
"16715",740557,"Other brands",1
"16716",740557,"Supermarket own",1
"16717",740564,"Douwe Egbert",2
"16718",740564,"Kenco",1
"16719",740564,"Other brands",2
"16720",740576,"Carte Noire",1
"16721",740576,"Douwe Egbert",7
"16722",740579,"Douwe Egbert",1
"16723",740579,"Kenco",1
"16724",740579,"Nescafe",2
"16725",740579,"Supermarket own",6
"16726",740609,"Supermarket own",1
"16727",740622,"Nescafe",6
"16728",740636,"Nescafe",2
"16729",740637,"Nescafe",6
"16730",740639,"Supermarket own",2
"16731",740643,"Kenco",2
"16732",740648,"Nescafe",2
"16733",740654,"Douwe Egbert",1
"16734",740654,"Kenco",14
"16735",740656,"Douwe Egbert",1
"16736",740656,"Kenco",1
"16737",740656,"Nescafe",2
"16738",740656,"Other brands",4
"16739",740660,"Kenco",1
"16740",740671,"Douwe Egbert",1
"16741",740671,"Kenco",1
"16742",740673,"Other brands",1
"16743",740679,"Douwe Egbert",1
"16744",740679,"Nescafe",2
"16745",740689,"Carte Noire",1
"16746",740692,"Douwe Egbert",1
"16747",740692,"Nescafe",1
"16748",740692,"Supermarket own",3
"16749",740695,"Nescafe",1
"16750",740699,"Other brands",1
"16751",740703,"Douwe Egbert",1
"16752",740709,"Other brands",8
"16753",740735,"Nescafe",1
"16754",740737,"Supermarket own",1
"16755",740739,"Other brands",1
"16756",740743,"Kenco",3
"16757",740743,"Supermarket own",2
"16758",740750,"Kenco",1
"16759",740752,"Kenco",6
"16760",740773,"Douwe Egbert",2
"16761",740787,"Douwe Egbert",1
"16762",740787,"Nescafe",12
"16763",740791,"Supermarket own",2
"16764",740812,"Carte Noire",1
"16765",740812,"Supermarket own",1
"16766",740828,"Kenco",1
"16767",740828,"Supermarket own",1
"16768",740842,"Kenco",8
"16769",740842,"Nescafe",1
"16770",740847,"Other brands",1
"16771",740876,"Kenco",7
"16772",740876,"Nescafe",5
"16773",740876,"Other brands",4
"16774",740876,"Supermarket own",7
"16775",740881,"Supermarket own",12
"16776",740883,"Douwe Egbert",1
"16777",740907,"Douwe Egbert",1
"16778",740925,"Kenco",1
"16779",740925,"Supermarket own",2
"16780",740951,"Supermarket own",17
"16781",740953,"Douwe Egbert",2
"16782",740969,"Kenco",1
"16783",740969,"Supermarket own",1
"16784",740974,"Douwe Egbert",6
"16785",740974,"Nescafe",1
"16786",740974,"Supermarket own",15
"16787",740993,"Nescafe",1
"16788",740993,"Other brands",1
"16789",740995,"Supermarket own",4
"16790",741001,"Kenco",6
"16791",741001,"Supermarket own",1
"16792",741007,"Supermarket own",1
"16793",741008,"Kenco",1
"16794",741008,"Nescafe",1
"16795",741039,"Supermarket own",1
"16796",741041,"Douwe Egbert",1
"16797",741041,"Kenco",6
"16798",741041,"Supermarket own",14
"16799",741044,"Douwe Egbert",1
"16800",741047,"Douwe Egbert",1
"16801",741050,"Douwe Egbert",1
"16802",741050,"Kenco",1
"16803",741050,"Supermarket own",1
"16804",741052,"Kenco",7
"16805",741052,"Nescafe",3
"16806",741053,"Carte Noire",1
"16807",741053,"Douwe Egbert",1
"16808",741053,"Supermarket own",2
"16809",741054,"Douwe Egbert",4
"16810",741054,"Kenco",5
"16811",741054,"Nescafe",1
"16812",741056,"Supermarket own",18
"16813",741058,"Kenco",3
"16814",741058,"Nescafe",1
"16815",741059,"Other brands",4
"16816",741094,"Kenco",1
"16817",741105,"Douwe Egbert",1
"16818",741105,"Kenco",2
"16819",741105,"Supermarket own",1
"16820",741111,"Supermarket own",3
"16821",741129,"Kenco",2
"16822",741129,"Nescafe",1
"16823",741141,"Other brands",6
"16824",741150,"Supermarket own",6
"16825",741153,"Carte Noire",1
"16826",741153,"Kenco",2
"16827",741153,"Other brands",1
"16828",741153,"Supermarket own",3
"16829",741160,"Douwe Egbert",2
"16830",741164,"Carte Noire",1
"16831",741164,"Kenco",2
"16832",741164,"Supermarket own",2
"16833",741174,"Douwe Egbert",1
"16834",741177,"Supermarket own",1
"16835",741178,"Other brands",1
"16836",741178,"Supermarket own",2
"16837",741182,"Kenco",1
"16838",741184,"Nescafe",6
"16839",741189,"Supermarket own",1
"16840",741191,"Supermarket own",4
"16841",741192,"Carte Noire",1
"16842",741195,"Kenco",6
"16843",741195,"Supermarket own",1
"16844",741210,"Supermarket own",2
"16845",741224,"Carte Noire",1
"16846",741224,"Douwe Egbert",3
"16847",741224,"Kenco",1
"16848",741224,"Nescafe",3
"16849",741227,"Douwe Egbert",6
"16850",741227,"Kenco",1
"16851",741229,"Other brands",1
"16852",741233,"Douwe Egbert",1
"16853",741233,"Nescafe",39
"16854",741239,"Carte Noire",1
"16855",741253,"Douwe Egbert",2
"16856",741253,"Nescafe",1
"16857",741263,"Kenco",1
"16858",741267,"Kenco",2
"16859",741270,"Kenco",16
"16860",741270,"Nescafe",1
"16861",741274,"Carte Noire",2
"16862",741276,"Douwe Egbert",1
"16863",741276,"Nescafe",1
"16864",741278,"Supermarket own",3
"16865",741282,"Douwe Egbert",3
"16866",741282,"Kenco",2
"16867",741282,"Nescafe",1
"16868",741282,"Supermarket own",2
"16869",741285,"Nescafe",3
"16870",741297,"Douwe Egbert",1
"16871",741297,"Kenco",8
"16872",741297,"Nescafe",9
"16873",741302,"Kenco",2
"16874",741304,"Nescafe",8
"16875",741309,"Supermarket own",13
"16876",741315,"Kenco",1
"16877",741315,"Nescafe",4
"16878",741317,"Kenco",3
"16879",741341,"Kenco",1
"16880",741341,"Nescafe",3
"16881",741341,"Supermarket own",1
"16882",741348,"Supermarket own",2
"16883",741360,"Kenco",1
"16884",741362,"Kenco",2
"16885",741364,"Douwe Egbert",2
"16886",741364,"Kenco",1
"16887",741364,"Nescafe",1
"16888",741370,"Kenco",1
"16889",741383,"Douwe Egbert",4
"16890",741385,"Douwe Egbert",1
"16891",741386,"Kenco",12
"16892",741389,"Douwe Egbert",3
"16893",741398,"Douwe Egbert",1
"16894",741398,"Kenco",2
"16895",741400,"Kenco",1
"16896",741401,"Nescafe",1
"16897",741401,"Supermarket own",3
"16898",741417,"Douwe Egbert",4
"16899",741417,"Kenco",1
"16900",741417,"Nescafe",1
"16901",741422,"Douwe Egbert",4
"16902",741422,"Kenco",6
"16903",741422,"Other brands",3
"16904",741422,"Supermarket own",10
"16905",741428,"Supermarket own",4
"16906",741432,"Supermarket own",10
"16907",741450,"Douwe Egbert",4
"16908",741450,"Kenco",1
"16909",741450,"Other brands",10
"16910",741451,"Kenco",3
"16911",741463,"Douwe Egbert",1
"16912",741468,"Kenco",1
"16913",741468,"Supermarket own",3
"16914",741474,"Douwe Egbert",4
"16915",741474,"Kenco",1
"16916",741474,"Nescafe",5
"16917",741474,"Other brands",4
"16918",741475,"Other brands",2
"16919",741480,"Nescafe",2
"16920",741481,"Nescafe",1
"16921",741494,"Supermarket own",9
"16922",741495,"Douwe Egbert",8
"16923",741498,"Douwe Egbert",1
"16924",741498,"Kenco",3
"16925",741498,"Nescafe",1
"16926",741498,"Supermarket own",1
"16927",741506,"Supermarket own",18
"16928",741510,"Carte Noire",2
"16929",741510,"Supermarket own",30
"16930",741512,"Nescafe",5
"16931",741512,"Supermarket own",4
"16932",741513,"Nescafe",1
"16933",741514,"Kenco",5
"16934",741514,"Nescafe",8
"16935",741514,"Supermarket own",1
"16936",741517,"Nescafe",2
"16937",741531,"Nescafe",13
"16938",741538,"Douwe Egbert",25
"16939",741553,"Nescafe",1
"16940",741554,"Supermarket own",1
"16941",741557,"Carte Noire",3
"16942",741557,"Kenco",1
"16943",741557,"Nescafe",1
"16944",741568,"Kenco",1
"16945",741573,"Nescafe",3
"16946",741579,"Nescafe",16
"16947",741579,"Supermarket own",2
"16948",741586,"Supermarket own",2
"16949",741589,"Douwe Egbert",4
"16950",741590,"Other brands",1
"16951",741594,"Supermarket own",2
"16952",741603,"Nescafe",5
"16953",741606,"Kenco",10
"16954",741615,"Nescafe",2
"16955",741628,"Douwe Egbert",6
"16956",741628,"Kenco",10
"16957",741630,"Douwe Egbert",1
"16958",741631,"Supermarket own",1
"16959",741633,"Supermarket own",2
"16960",741641,"Supermarket own",8
"16961",741642,"Supermarket own",1
"16962",741645,"Nescafe",30
"16963",741651,"Carte Noire",2
"16964",741651,"Douwe Egbert",2
"16965",741651,"Kenco",1
"16966",741651,"Nescafe",5
"16967",741653,"Nescafe",1
"16968",741658,"Nescafe",1
"16969",741658,"Supermarket own",1
"16970",741685,"Kenco",6
"16971",741686,"Kenco",2
"16972",741687,"Carte Noire",1
"16973",741687,"Kenco",3
"16974",741691,"Nescafe",1
"16975",741698,"Carte Noire",4
"16976",741698,"Douwe Egbert",7
"16977",741698,"Kenco",14
"16978",741698,"Nescafe",7
"16979",741698,"Other brands",3
"16980",741698,"Supermarket own",1
"16981",741709,"Nescafe",4
"16982",741709,"Supermarket own",6
"16983",741722,"Kenco",2
"16984",741722,"Nescafe",1
"16985",741722,"Supermarket own",7
"16986",741724,"Carte Noire",11
"16987",741724,"Douwe Egbert",8
"16988",741724,"Kenco",2
"16989",741724,"Nescafe",4
"16990",741724,"Other brands",1
"16991",741726,"Supermarket own",1
"16992",741746,"Supermarket own",2
"16993",741748,"Supermarket own",1
"16994",741752,"Douwe Egbert",3
"16995",741773,"Nescafe",4
"16996",741782,"Supermarket own",8
"16997",741786,"Douwe Egbert",2
"16998",741786,"Other brands",1
"16999",741786,"Supermarket own",7
"17000",741798,"Other brands",1
"17001",741798,"Supermarket own",4
"17002",741803,"Supermarket own",1
"17003",741806,"Nescafe",1
"17004",741806,"Supermarket own",20
"17005",741814,"Douwe Egbert",2
"17006",741818,"Kenco",2
"17007",741818,"Other brands",13
"17008",741823,"Nescafe",3
"17009",741835,"Douwe Egbert",1
"17010",741842,"Kenco",2
"17011",741872,"Kenco",3
"17012",741881,"Kenco",6
"17013",741881,"Nescafe",2
"17014",741881,"Supermarket own",1
"17015",741883,"Kenco",3
"17016",741895,"Supermarket own",1
"17017",741899,"Nescafe",1
"17018",741907,"Kenco",4
"17019",741907,"Supermarket own",4
"17020",741921,"Carte Noire",1
"17021",741948,"Supermarket own",12
"17022",741951,"Douwe Egbert",2
"17023",741951,"Supermarket own",1
"17024",741952,"Douwe Egbert",5
"17025",741952,"Kenco",2
"17026",741956,"Douwe Egbert",1
"17027",741956,"Nescafe",1
"17028",741966,"Douwe Egbert",5
"17029",741966,"Nescafe",1
"17030",741968,"Supermarket own",1
"17031",741970,"Nescafe",1
"17032",741987,"Kenco",1
"17033",741988,"Douwe Egbert",1
"17034",741988,"Supermarket own",8
"17035",741989,"Nescafe",2
"17036",741991,"Kenco",16
"17037",741991,"Nescafe",5
"17038",741991,"Supermarket own",1
"17039",741995,"Nescafe",3
"17040",741997,"Carte Noire",1
"17041",741997,"Douwe Egbert",2
"17042",741997,"Nescafe",1
"17043",742003,"Nescafe",1
"17044",742003,"Other brands",1
"17045",742010,"Douwe Egbert",1
"17046",742010,"Kenco",8
"17047",742010,"Nescafe",13
"17048",742010,"Supermarket own",1
"17049",742012,"Kenco",4
"17050",742013,"Nescafe",1
"17051",742014,"Nescafe",1
"17052",742020,"Douwe Egbert",1
"17053",742020,"Kenco",2
"17054",742020,"Nescafe",1
"17055",742036,"Douwe Egbert",1
"17056",742040,"Nescafe",30
"17057",742042,"Kenco",2
"17058",742042,"Nescafe",1
"17059",742042,"Supermarket own",2
"17060",742045,"Douwe Egbert",2
"17061",742045,"Nescafe",3
"17062",742051,"Douwe Egbert",1
"17063",742051,"Supermarket own",3
"17064",742065,"Nescafe",31
"17065",742072,"Douwe Egbert",1
"17066",742072,"Kenco",1
"17067",742077,"Kenco",12
"17068",742079,"Other brands",2
"17069",742079,"Supermarket own",2
"17070",742086,"Douwe Egbert",2
"17071",742087,"Supermarket own",4
"17072",742090,"Douwe Egbert",5
"17073",742090,"Kenco",2
"17074",742091,"Douwe Egbert",3
"17075",742091,"Nescafe",1
"17076",742092,"Kenco",5
"17077",742093,"Nescafe",1
"17078",742095,"Douwe Egbert",1
"17079",742100,"Douwe Egbert",1
"17080",742100,"Nescafe",3
"17081",742100,"Other brands",2
"17082",742100,"Supermarket own",2
"17083",742102,"Kenco",1
"17084",742103,"Nescafe",1
"17085",742114,"Supermarket own",1
"17086",742119,"Kenco",1
"17087",742119,"Nescafe",2
"17088",742119,"Supermarket own",1
"17089",742122,"Nescafe",34
"17090",742135,"Supermarket own",13
"17091",742146,"Supermarket own",33
"17092",742158,"Kenco",1
"17093",742158,"Nescafe",24
"17094",742160,"Supermarket own",1
"17095",742170,"Supermarket own",1
"17096",742183,"Douwe Egbert",1
"17097",742183,"Kenco",1
"17098",742183,"Nescafe",1
"17099",742183,"Supermarket own",1
"17100",742186,"Douwe Egbert",1
"17101",742186,"Nescafe",8
"17102",742186,"Supermarket own",2
"17103",742188,"Nescafe",1
"17104",742189,"Douwe Egbert",1
"17105",742189,"Kenco",1
"17106",742189,"Nescafe",1
"17107",742198,"Douwe Egbert",2
"17108",742198,"Nescafe",2
"17109",742207,"Nescafe",1
"17110",742223,"Supermarket own",2
"17111",742224,"Carte Noire",1
"17112",742224,"Douwe Egbert",3
"17113",742224,"Kenco",7
"17114",742224,"Nescafe",2
"17115",742234,"Kenco",4
"17116",742234,"Other brands",1
"17117",742237,"Nescafe",1
"17118",742241,"Nescafe",5
"17119",742242,"Kenco",2
"17120",742242,"Nescafe",17
"17121",742242,"Other brands",1
"17122",742249,"Nescafe",1
"17123",742263,"Kenco",2
"17124",742263,"Supermarket own",1
"17125",742283,"Supermarket own",12
"17126",742298,"Nescafe",9
"17127",742299,"Carte Noire",2
"17128",742299,"Kenco",9
"17129",742300,"Nescafe",2
"17130",742314,"Nescafe",2
"17131",742316,"Kenco",1
"17132",742319,"Kenco",2
"17133",742319,"Nescafe",2
"17134",742326,"Nescafe",8
"17135",742327,"Kenco",2
"17136",742327,"Supermarket own",1
"17137",742335,"Douwe Egbert",1
"17138",742335,"Supermarket own",9
"17139",742337,"Other brands",1
"17140",742341,"Supermarket own",1
"17141",742345,"Kenco",1
"17142",742345,"Supermarket own",1
"17143",742346,"Douwe Egbert",2
"17144",742346,"Kenco",1
"17145",742346,"Nescafe",12
"17146",742346,"Other brands",1
"17147",742355,"Douwe Egbert",2
"17148",742370,"Nescafe",1
"17149",742370,"Supermarket own",5
"17150",742383,"Douwe Egbert",5
"17151",742385,"Nescafe",1
"17152",742391,"Supermarket own",4
"17153",742398,"Douwe Egbert",1
"17154",742398,"Supermarket own",1
"17155",742400,"Douwe Egbert",1
"17156",742400,"Nescafe",1
"17157",742423,"Nescafe",1
"17158",742429,"Supermarket own",1
"17159",742431,"Nescafe",8
"17160",742435,"Supermarket own",4
"17161",742437,"Douwe Egbert",3
"17162",742437,"Nescafe",1
"17163",742440,"Douwe Egbert",2
"17164",742440,"Kenco",18
"17165",742440,"Nescafe",2
"17166",742440,"Other brands",1
"17167",742446,"Kenco",1
"17168",742446,"Nescafe",3
"17169",742448,"Nescafe",3
"17170",742448,"Supermarket own",1
"17171",742449,"Carte Noire",1
"17172",742461,"Carte Noire",2
"17173",742461,"Kenco",1
"17174",742467,"Kenco",1
"17175",742478,"Nescafe",1
"17176",742478,"Other brands",1
"17177",742488,"Carte Noire",3
"17178",742488,"Kenco",1
"17179",742488,"Nescafe",3
"17180",742490,"Kenco",1
"17181",742495,"Kenco",2
"17182",742497,"Kenco",19
"17183",742502,"Carte Noire",2
"17184",742503,"Douwe Egbert",1
"17185",742503,"Nescafe",1
"17186",742503,"Supermarket own",1
"17187",742504,"Douwe Egbert",1
"17188",742504,"Kenco",1
"17189",742504,"Nescafe",4
"17190",742505,"Douwe Egbert",1
"17191",742505,"Kenco",4
"17192",742505,"Nescafe",5
"17193",742518,"Supermarket own",1
"17194",742532,"Douwe Egbert",4
"17195",742532,"Other brands",1
"17196",742532,"Supermarket own",6
"17197",742533,"Kenco",2
"17198",742533,"Nescafe",1
"17199",742533,"Supermarket own",11
"17200",742543,"Nescafe",2
"17201",742545,"Kenco",3
"17202",742545,"Supermarket own",5
"17203",742548,"Douwe Egbert",1
"17204",742552,"Douwe Egbert",1
"17205",742554,"Kenco",1
"17206",742554,"Supermarket own",1
"17207",742556,"Douwe Egbert",1
"17208",742556,"Kenco",2
"17209",742556,"Nescafe",5
"17210",742557,"Douwe Egbert",1
"17211",742557,"Nescafe",2
"17212",742557,"Supermarket own",1
"17213",742561,"Douwe Egbert",1
"17214",742561,"Kenco",1
"17215",742561,"Nescafe",1
"17216",742563,"Douwe Egbert",1
"17217",742563,"Kenco",2
"17218",742563,"Nescafe",4
"17219",742563,"Supermarket own",3
"17220",742565,"Carte Noire",2
"17221",742565,"Kenco",3
"17222",742565,"Nescafe",3
"17223",742566,"Supermarket own",2
"17224",742567,"Supermarket own",4
"17225",742571,"Nescafe",1
"17226",742575,"Carte Noire",1
"17227",742575,"Kenco",10
"17228",742575,"Other brands",2
"17229",742575,"Supermarket own",4
"17230",742581,"Nescafe",3
"17231",742581,"Supermarket own",2
"17232",742584,"Nescafe",1
"17233",742585,"Douwe Egbert",3
"17234",742585,"Nescafe",1
"17235",742588,"Douwe Egbert",2
"17236",742597,"Nescafe",1
"17237",742605,"Kenco",6
"17238",742605,"Supermarket own",1
"17239",742620,"Nescafe",1
"17240",742631,"Kenco",12
"17241",742631,"Nescafe",12
"17242",742643,"Douwe Egbert",2
"17243",742643,"Nescafe",19
"17244",742646,"Douwe Egbert",1
"17245",742646,"Supermarket own",1
"17246",742647,"Kenco",2
"17247",742662,"Douwe Egbert",1
"17248",742662,"Supermarket own",3
"17249",742674,"Supermarket own",36
"17250",742675,"Douwe Egbert",1
"17251",742675,"Supermarket own",7
"17252",742678,"Carte Noire",24
"17253",742678,"Kenco",1
"17254",742688,"Supermarket own",59
"17255",742690,"Supermarket own",1
"17256",742704,"Nescafe",2
"17257",742706,"Carte Noire",4
"17258",742706,"Kenco",2
"17259",742706,"Nescafe",3
"17260",742717,"Nescafe",2
"17261",742732,"Douwe Egbert",3
"17262",742732,"Kenco",4
"17263",742739,"Other brands",1
"17264",742746,"Douwe Egbert",1
"17265",742746,"Supermarket own",2
"17266",742747,"Other brands",2
"17267",742756,"Nescafe",1
"17268",742757,"Douwe Egbert",4
"17269",742757,"Nescafe",3
"17270",742757,"Supermarket own",1
"17271",742758,"Douwe Egbert",1
"17272",742769,"Kenco",4
"17273",742774,"Other brands",1
"17274",742780,"Other brands",2
"17275",742787,"Other brands",9
"17276",742800,"Douwe Egbert",1
"17277",742800,"Kenco",5
"17278",742800,"Supermarket own",10
"17279",742806,"Nescafe",2
"17280",742809,"Supermarket own",6
"17281",742814,"Nescafe",15
"17282",742816,"Douwe Egbert",5
"17283",742816,"Nescafe",1
"17284",742818,"Douwe Egbert",5
"17285",742818,"Other brands",2
"17286",742818,"Supermarket own",1
"17287",742830,"Nescafe",4
"17288",742835,"Kenco",3
"17289",742835,"Nescafe",7
"17290",742841,"Kenco",4
"17291",742841,"Nescafe",1
"17292",742849,"Supermarket own",1
"17293",742856,"Supermarket own",1
"17294",742857,"Nescafe",3
"17295",742872,"Nescafe",1
"17296",742874,"Douwe Egbert",6
"17297",742876,"Kenco",30
"17298",742885,"Nescafe",1
"17299",742885,"Supermarket own",1
"17300",742895,"Kenco",2
"17301",742909,"Nescafe",5
"17302",742911,"Douwe Egbert",9
"17303",742914,"Carte Noire",4
"17304",742914,"Kenco",1
"17305",742914,"Nescafe",1
"17306",742921,"Supermarket own",13
"17307",742934,"Supermarket own",6
"17308",742944,"Douwe Egbert",1
"17309",742944,"Supermarket own",2
"17310",742950,"Nescafe",28
"17311",742952,"Nescafe",6
"17312",742957,"Nescafe",1
"17313",742958,"Douwe Egbert",1
"17314",742958,"Supermarket own",13
"17315",742964,"Nescafe",1
"17316",742965,"Carte Noire",2
"17317",742965,"Douwe Egbert",1
"17318",742965,"Other brands",1
"17319",742965,"Supermarket own",1
"17320",742967,"Nescafe",13
"17321",742968,"Kenco",2
"17322",742968,"Nescafe",1
"17323",742968,"Supermarket own",7
"17324",742975,"Kenco",2
"17325",742975,"Nescafe",18
"17326",742976,"Carte Noire",1
"17327",742977,"Supermarket own",1
"17328",742978,"Nescafe",17
"17329",742979,"Other brands",1
"17330",742980,"Douwe Egbert",2
"17331",742980,"Nescafe",1
"17332",742980,"Other brands",4
"17333",742980,"Supermarket own",4
"17334",742983,"Douwe Egbert",1
"17335",742996,"Kenco",2
"17336",742996,"Supermarket own",1
"17337",743000,"Carte Noire",1
"17338",743000,"Nescafe",1
"17339",743002,"Douwe Egbert",1
"17340",743006,"Nescafe",1
"17341",743011,"Other brands",8
"17342",743011,"Supermarket own",1
"17343",743020,"Douwe Egbert",1
"17344",743020,"Supermarket own",3
