"","house","shop_desc_clean","brand_count"
"3821",156700,"sainsburys",2
"3822",156700,"tesco",12
"3823",156754,"asda",6
"3824",156784,"sainsburys",1
"3825",156802,"sainsburys",5
"3826",156802,"tesco",1
"3827",156827,"morrisons",1
"3828",156827,"tesco",1
"3829",156865,"sainsburys",2
"3830",156865,"tesco",1
"3831",156918,"asda",1
"3832",156968,"sainsburys",2
"3833",157003,"tesco",2
"3834",157022,"morrisons",1
"3835",157055,"morrisons",6
"3836",157070,"aldi & lidl",7
"3837",157098,"tesco",5
"3838",157134,"morrisons",2
"3839",157134,"tesco",2
"3840",157143,"aldi & lidl",1
"3841",157143,"morrisons",3
"3842",157143,"tesco",5
"3843",157169,"aldi & lidl",1
"3844",157169,"asda",4
"3845",157169,"sainsburys",1
"3846",157169,"tesco",5
"3847",157183,"asda",2
"3848",157183,"morrisons",1
"3849",157183,"sainsburys",9
"3850",157215,"aldi & lidl",2
"3851",157215,"morrisons",2
"3852",157215,"tesco",1
"3853",157223,"morrisons",1
"3854",157224,"asda",4
"3855",157224,"tesco",1
"3856",157261,"aldi & lidl",6
"3857",157261,"morrisons",2
"3858",157261,"tesco",1
"3859",157276,"aldi & lidl",1
"3860",157295,"morrisons",4
"3861",157295,"tesco",1
"3862",157375,"morrisons",1
"3863",157378,"aldi & lidl",1
"3864",157400,"asda",3
"3865",157400,"sainsburys",1
"3866",157480,"morrisons",1
"3867",157480,"tesco",2
"3868",157497,"tesco",5
"3869",157537,"sainsburys",3
"3870",157537,"tesco",5
"3871",157538,"morrisons",1
"3872",157538,"tesco",6
"3873",157572,"tesco",1
"3874",157611,"morrisons",6
"3875",157657,"asda",4
"3876",157657,"morrisons",1
"3877",157657,"tesco",1
"3878",157728,"tesco",2
"3879",157751,"tesco",7
"3880",157760,"asda",1
"3881",157899,"asda",6
"3882",157899,"tesco",5
"3883",157926,"asda",23
"3884",157926,"morrisons",2
"3885",157926,"sainsburys",2
"3886",157926,"tesco",9
"3887",157964,"asda",17
"3888",157964,"tesco",1
"3889",157988,"asda",1
"3890",158010,"aldi & lidl",3
"3891",158013,"asda",1
"3892",158013,"sainsburys",2
"3893",158013,"tesco",5
"3894",158067,"tesco",6
"3895",158098,"aldi & lidl",12
"3896",158119,"tesco",8
"3897",158124,"tesco",1
"3898",158150,"tesco",3
"3899",158157,"aldi & lidl",2
"3900",158201,"asda",9
"3901",158201,"morrisons",2
"3902",158201,"tesco",14
"3903",158208,"morrisons",3
"3904",158208,"tesco",2
"3905",158225,"sainsburys",1
"3906",158225,"tesco",1
"3907",158249,"aldi & lidl",1
"3908",158249,"morrisons",17
"3909",158260,"asda",2
"3910",158279,"asda",5
"3911",158279,"tesco",2
"3912",158290,"sainsburys",2
"3913",158311,"asda",1
"3914",158319,"morrisons",1
"3915",158319,"tesco",1
"3916",158361,"asda",3
"3917",158365,"asda",19
"3918",158411,"tesco",18
"3919",158455,"asda",1
"3920",158522,"tesco",1
"3921",158531,"asda",1
"3922",158531,"morrisons",3
"3923",158536,"sainsburys",1
"3924",158578,"aldi & lidl",2
"3925",158578,"asda",2
"3926",158584,"asda",2
"3927",158584,"morrisons",1
"3928",158584,"tesco",1
"3929",158587,"sainsburys",8
"3930",158594,"tesco",18
"3931",158618,"tesco",8
"3932",158640,"sainsburys",3
"3933",158640,"tesco",14
"3934",158649,"asda",20
"3935",158649,"tesco",9
"3936",158650,"sainsburys",1
"3937",158650,"tesco",2
"3938",158660,"asda",1
"3939",158666,"tesco",5
"3940",158716,"asda",1
"3941",158744,"morrisons",1
"3942",158744,"sainsburys",6
"3943",158744,"tesco",2
"3944",158786,"tesco",1
"3945",158799,"asda",1
"3946",158854,"tesco",1
"3947",158908,"asda",1
"3948",158908,"sainsburys",3
"3949",158908,"tesco",1
"3950",158917,"morrisons",1
"3951",158959,"aldi & lidl",5
"3952",158959,"asda",5
"3953",158959,"morrisons",3
"3954",158959,"sainsburys",5
"3955",158959,"tesco",6
"3956",159014,"asda",1
"3957",159014,"morrisons",3
"3958",159014,"sainsburys",1
"3959",159026,"asda",3
"3960",159026,"morrisons",3
"3961",159058,"morrisons",14
"3962",159116,"aldi & lidl",2
"3963",159116,"asda",1
"3964",159117,"tesco",1
"3965",159181,"morrisons",6
"3966",159217,"aldi & lidl",3
"3967",159217,"tesco",9
"3968",159239,"morrisons",5
"3969",159239,"sainsburys",2
"3970",159239,"tesco",3
"3971",159286,"tesco",14
"3972",159287,"aldi & lidl",1
"3973",159287,"asda",3
"3974",159359,"morrisons",1
"3975",159359,"sainsburys",15
"3976",159359,"tesco",7
"3977",159365,"tesco",2
"3978",159381,"aldi & lidl",1
"3979",159430,"morrisons",2
"3980",159460,"sainsburys",5
"3981",159460,"tesco",8
"3982",159469,"asda",2
"3983",159469,"sainsburys",1
"3984",159503,"sainsburys",5
"3985",159503,"tesco",7
"3986",159534,"asda",13
"3987",159623,"sainsburys",2
"3988",159637,"tesco",5
"3989",159649,"sainsburys",12
"3990",159649,"tesco",3
"3991",159687,"asda",3
"3992",159688,"aldi & lidl",1
"3993",159688,"asda",2
"3994",159688,"tesco",6
"3995",159776,"asda",4
"3996",159785,"asda",1
"3997",159785,"morrisons",4
"3998",159789,"tesco",9
"3999",159795,"asda",1
"4000",159808,"morrisons",3
"4001",159830,"asda",1
"4002",159834,"sainsburys",1
"4003",159839,"sainsburys",1
"4004",159851,"tesco",1
"4005",159857,"morrisons",2
"4006",159868,"sainsburys",2
"4007",159868,"tesco",1
"4008",159915,"asda",1
"4009",159947,"tesco",1
"4010",159961,"asda",1
"4011",159961,"tesco",6
"4012",160045,"tesco",1
"4013",160061,"tesco",9
"4014",160068,"tesco",2
"4015",160073,"sainsburys",1
"4016",160082,"asda",11
"4017",160092,"tesco",2
"4018",160103,"aldi & lidl",5
"4019",160103,"sainsburys",2
"4020",160117,"asda",10
"4021",160129,"aldi & lidl",1
"4022",160140,"morrisons",38
"4023",160145,"aldi & lidl",1
"4024",160145,"asda",2
"4025",160145,"morrisons",1
"4026",160145,"tesco",1
"4027",160202,"asda",1
"4028",160202,"morrisons",1
"4029",160202,"tesco",7
"4030",160205,"tesco",1
"4031",160216,"aldi & lidl",14
"4032",160230,"aldi & lidl",2
"4033",160230,"asda",8
"4034",160230,"tesco",5
"4035",160234,"aldi & lidl",3
"4036",160234,"asda",3
"4037",160234,"morrisons",2
"4038",160234,"sainsburys",9
"4039",160234,"tesco",2
"4040",160239,"tesco",5
"4041",160242,"sainsburys",12
"4042",160244,"asda",2
"4043",160244,"tesco",8
"4044",160285,"tesco",6
"4045",160293,"asda",19
"4046",160302,"asda",6
"4047",160307,"sainsburys",4
"4048",160341,"aldi & lidl",3
"4049",160341,"morrisons",2
"4050",160341,"sainsburys",2
"4051",160341,"tesco",5
"4052",160360,"asda",1
"4053",160377,"aldi & lidl",41
"4054",160402,"asda",4
"4055",160421,"morrisons",1
"4056",160428,"asda",18
"4057",160433,"asda",2
"4058",160456,"tesco",1
"4059",160527,"aldi & lidl",5
"4060",160535,"morrisons",8
"4061",160535,"tesco",2
"4062",160536,"morrisons",1
"4063",160536,"sainsburys",6
"4064",160556,"morrisons",1
"4065",160589,"asda",4
"4066",160589,"morrisons",6
"4067",160589,"tesco",19
"4068",160628,"sainsburys",3
"4069",160638,"morrisons",1
"4070",160656,"tesco",1
"4071",160663,"asda",1
"4072",160682,"morrisons",6
"4073",160724,"tesco",3
"4074",160726,"tesco",1
"4075",160753,"tesco",2
"4076",160765,"morrisons",2
"4077",160798,"tesco",1
"4078",160832,"tesco",1
"4079",160839,"asda",1
"4080",160839,"tesco",1
"4081",160840,"asda",1
"4082",160840,"morrisons",1
"4083",160840,"sainsburys",1
"4084",160840,"tesco",4
"4085",160863,"morrisons",2
"4086",160863,"tesco",1
"4087",160879,"tesco",1
"4088",160889,"morrisons",2
"4089",160944,"asda",1
"4090",160975,"asda",7
"4091",160975,"sainsburys",2
"4092",161011,"aldi & lidl",3
"4093",161037,"asda",2
"4094",161043,"sainsburys",2
"4095",161052,"asda",2
"4096",161052,"morrisons",5
"4097",161052,"tesco",4
"4098",161053,"aldi & lidl",1
"4099",161053,"asda",4
"4100",161075,"asda",1
"4101",161075,"tesco",1
"4102",161082,"asda",20
"4103",161118,"tesco",6
"4104",161126,"sainsburys",1
"4105",161126,"tesco",11
"4106",161129,"asda",17
"4107",161129,"tesco",3
"4108",161140,"tesco",2
"4109",161158,"tesco",2
"4110",161161,"morrisons",9
"4111",161199,"sainsburys",2
"4112",161234,"tesco",3
"4113",161251,"aldi & lidl",1
"4114",161273,"tesco",6
"4115",161276,"tesco",2
"4116",161280,"aldi & lidl",1
"4117",161280,"sainsburys",4
"4118",161280,"tesco",7
"4119",161293,"tesco",3
"4120",161345,"asda",3
"4121",161345,"morrisons",1
"4122",161349,"asda",13
"4123",161349,"sainsburys",1
"4124",161369,"aldi & lidl",1
"4125",161369,"asda",21
"4126",161372,"sainsburys",10
"4127",161374,"tesco",1
"4128",161404,"asda",1
"4129",161413,"sainsburys",1
"4130",161439,"asda",6
"4131",161439,"sainsburys",1
"4132",161439,"tesco",2
"4133",161451,"morrisons",3
"4134",161451,"tesco",4
"4135",161471,"aldi & lidl",1
"4136",161483,"morrisons",3
"4137",161497,"asda",1
"4138",161500,"aldi & lidl",1
"4139",161513,"morrisons",2
"4140",161544,"sainsburys",14
"4141",161560,"tesco",2
"4142",161603,"tesco",14
"4143",161621,"sainsburys",3
"4144",161621,"tesco",3
"4145",161628,"tesco",3
"4146",161671,"morrisons",2
"4147",161671,"tesco",1
"4148",161714,"tesco",1
"4149",161754,"asda",1
"4150",161754,"morrisons",1
"4151",161754,"sainsburys",1
"4152",161754,"tesco",1
"4153",161767,"asda",7
"4154",161787,"asda",4
"4155",161810,"sainsburys",1
"4156",161810,"tesco",4
"4157",161812,"sainsburys",7
"4158",161836,"sainsburys",1
"4159",161836,"tesco",3
"4160",161858,"asda",3
"4161",161863,"morrisons",2
"4162",161863,"sainsburys",1
"4163",161892,"sainsburys",2
"4164",161903,"tesco",4
"4165",161906,"tesco",2
"4166",161913,"asda",1
"4167",161913,"morrisons",4
"4168",161920,"asda",7
"4169",161958,"sainsburys",13
"4170",161965,"asda",5
"4171",161965,"tesco",10
"4172",161976,"asda",9
"4173",161976,"morrisons",1
"4174",161976,"sainsburys",1
"4175",161981,"morrisons",1
"4176",161993,"tesco",1
"4177",161999,"tesco",1
"4178",162004,"morrisons",18
"4179",162004,"sainsburys",3
"4180",162004,"tesco",1
"4181",162039,"sainsburys",1
"4182",162093,"asda",1
"4183",162145,"tesco",1
"4184",162161,"tesco",1
"4185",162170,"sainsburys",13
"4186",162185,"tesco",7
"4187",162227,"tesco",5
"4188",162231,"aldi & lidl",3
"4189",162231,"morrisons",1
"4190",162233,"morrisons",10
"4191",162233,"sainsburys",2
"4192",162233,"tesco",4
"4193",162267,"asda",4
"4194",162267,"tesco",6
"4195",162347,"morrisons",21
"4196",162347,"sainsburys",1
"4197",162368,"morrisons",1
"4198",162369,"tesco",2
"4199",162398,"morrisons",1
"4200",162403,"asda",1
"4201",162419,"sainsburys",16
"4202",162419,"tesco",2
"4203",162435,"asda",1
"4204",162435,"tesco",1
"4205",162466,"sainsburys",1
"4206",162466,"tesco",1
"4207",162479,"sainsburys",5
"4208",162530,"tesco",5
"4209",162546,"asda",1
"4210",162550,"aldi & lidl",7
"4211",162550,"tesco",3
"4212",162610,"asda",11
"4213",162610,"morrisons",39
"4214",162610,"sainsburys",2
"4215",162610,"tesco",6
"4216",162626,"asda",2
"4217",162626,"morrisons",1
"4218",162626,"tesco",1
"4219",162652,"aldi & lidl",2
"4220",162652,"tesco",14
"4221",162653,"tesco",12
"4222",162692,"sainsburys",2
"4223",162692,"tesco",2
"4224",162734,"sainsburys",1
"4225",162741,"sainsburys",2
"4226",162748,"aldi & lidl",1
"4227",162789,"tesco",76
"4228",162793,"sainsburys",33
"4229",162801,"sainsburys",3
"4230",162801,"tesco",16
"4231",162860,"tesco",5
"4232",162877,"tesco",2
"4233",162891,"tesco",1
"4234",162895,"aldi & lidl",2
"4235",162895,"sainsburys",1
"4236",162896,"tesco",2
"4237",162910,"tesco",7
"4238",162932,"asda",5
"4239",162937,"sainsburys",1
"4240",162951,"aldi & lidl",1
"4241",162951,"tesco",6
"4242",162964,"sainsburys",1
"4243",162968,"sainsburys",1
"4244",162968,"tesco",10
"4245",162973,"sainsburys",1
"4246",162973,"tesco",5
"4247",163007,"aldi & lidl",1
"4248",163007,"asda",7
"4249",163007,"tesco",2
"4250",163025,"asda",2
"4251",163025,"tesco",3
"4252",163091,"sainsburys",1
"4253",163112,"tesco",4
"4254",163113,"tesco",7
"4255",163116,"tesco",4
"4256",163144,"tesco",11
"4257",163178,"asda",7
"4258",163209,"asda",2
"4259",163209,"tesco",1
"4260",163227,"aldi & lidl",5
"4261",163229,"tesco",5
"4262",163230,"aldi & lidl",7
"4263",163237,"sainsburys",7
"4264",163250,"morrisons",3
"4265",163250,"sainsburys",8
"4266",163250,"tesco",3
"4267",163261,"morrisons",1
"4268",163261,"sainsburys",2
"4269",163268,"aldi & lidl",1
"4270",163268,"morrisons",1
"4271",163268,"tesco",6
"4272",163273,"sainsburys",1
"4273",163280,"asda",5
"4274",163284,"tesco",1
"4275",163298,"tesco",3
"4276",163314,"asda",3
"4277",163338,"asda",7
"4278",163357,"tesco",4
"4279",163358,"morrisons",1
"4280",163362,"asda",7
"4281",163362,"morrisons",6
"4282",163362,"tesco",6
"4283",163386,"sainsburys",1
"4284",163401,"morrisons",10
"4285",163418,"asda",1
"4286",163418,"morrisons",1
"4287",163442,"asda",1
"4288",163442,"morrisons",1
"4289",163442,"tesco",1
"4290",163444,"tesco",1
"4291",163456,"aldi & lidl",1
"4292",163456,"asda",3
"4293",163457,"aldi & lidl",1
"4294",163496,"tesco",4
"4295",163504,"morrisons",7
"4296",163504,"sainsburys",1
"4297",163506,"asda",1
"4298",163506,"tesco",4
"4299",163513,"sainsburys",5
"4300",163513,"tesco",1
"4301",163530,"morrisons",1
"4302",163530,"sainsburys",1
"4303",163545,"morrisons",3
"4304",163557,"sainsburys",1
"4305",163593,"asda",1
"4306",163593,"sainsburys",1
"4307",163649,"asda",4
"4308",163656,"asda",8
"4309",163656,"tesco",2
"4310",163657,"asda",2
"4311",163657,"tesco",7
"4312",163668,"asda",2
"4313",163668,"sainsburys",5
"4314",163668,"tesco",3
"4315",163695,"tesco",20
"4316",163700,"tesco",3
"4317",163731,"morrisons",1
"4318",163751,"asda",1
"4319",163779,"tesco",4
"4320",163783,"tesco",7
"4321",163794,"aldi & lidl",2
"4322",163794,"asda",9
"4323",163794,"tesco",3
"4324",163826,"asda",6
"4325",163832,"tesco",1
"4326",163852,"aldi & lidl",6
"4327",163864,"tesco",5
"4328",163872,"aldi & lidl",4
"4329",163873,"sainsburys",7
"4330",163912,"asda",1
"4331",163912,"morrisons",4
"4332",163912,"tesco",1
"4333",163920,"aldi & lidl",4
"4334",163920,"sainsburys",9
"4335",163920,"tesco",3
"4336",163953,"aldi & lidl",4
"4337",163953,"asda",2
"4338",163973,"morrisons",1
"4339",163982,"tesco",2
"4340",164023,"tesco",2
"4341",164032,"morrisons",22
"4342",164036,"morrisons",5
"4343",164036,"sainsburys",1
"4344",164036,"tesco",1
"4345",164044,"tesco",5
"4346",164060,"tesco",3
"4347",164061,"asda",1
"4348",164061,"morrisons",2
"4349",164068,"sainsburys",1
"4350",164088,"tesco",8
"4351",164147,"aldi & lidl",3
"4352",164147,"asda",41
"4353",164165,"tesco",21
"4354",164175,"asda",11
"4355",164202,"morrisons",17
"4356",164202,"tesco",4
"4357",164215,"aldi & lidl",1
"4358",164215,"asda",1
"4359",164215,"morrisons",1
"4360",164220,"asda",8
"4361",164229,"tesco",1
"4362",164230,"asda",10
"4363",164231,"asda",7
"4364",164231,"tesco",14
"4365",164241,"aldi & lidl",1
"4366",164250,"sainsburys",2
"4367",164251,"morrisons",9
"4368",164255,"morrisons",8
"4369",164258,"asda",2
"4370",164258,"morrisons",12
"4371",164296,"tesco",2
"4372",164310,"aldi & lidl",2
"4373",164310,"sainsburys",2
"4374",164417,"morrisons",18
"4375",164420,"asda",13
"4376",164422,"aldi & lidl",3
"4377",164422,"tesco",11
"4378",164494,"asda",9
"4379",164494,"sainsburys",2
"4380",164510,"aldi & lidl",11
"4381",164510,"tesco",26
"4382",164529,"aldi & lidl",1
"4383",164551,"sainsburys",1
"4384",164551,"tesco",1
"4385",164553,"sainsburys",10
"4386",164570,"aldi & lidl",1
"4387",164570,"morrisons",1
"4388",164570,"tesco",10
"4389",164585,"aldi & lidl",1
"4390",164604,"sainsburys",1
"4391",164604,"tesco",11
"4392",164606,"morrisons",1
"4393",164621,"tesco",2
"4394",164658,"aldi & lidl",5
"4395",164661,"morrisons",1
"4396",164708,"tesco",15
"4397",164735,"sainsburys",1
"4398",164738,"morrisons",1
"4399",164745,"aldi & lidl",2
"4400",164745,"sainsburys",4
"4401",164748,"tesco",1
"4402",164762,"asda",2
"4403",164762,"tesco",3
"4404",164763,"aldi & lidl",2
"4405",164763,"tesco",1
"4406",164768,"tesco",1
"4407",164778,"asda",3
"4408",164778,"morrisons",3
"4409",164784,"asda",1
"4410",164784,"tesco",15
"4411",164796,"asda",2
"4412",164835,"morrisons",7
"4413",164839,"asda",4
"4414",164839,"tesco",19
"4415",164843,"sainsburys",3
"4416",164843,"tesco",5
"4417",164849,"aldi & lidl",5
"4418",164849,"asda",2
"4419",164873,"sainsburys",3
"4420",164873,"tesco",5
"4421",164889,"sainsburys",3
"4422",164912,"asda",3
"4423",164919,"tesco",1
"4424",164920,"sainsburys",3
"4425",164933,"asda",1
"4426",164933,"tesco",3
"4427",164969,"sainsburys",12
"4428",164973,"morrisons",39
"4429",164981,"sainsburys",9
"4430",164990,"tesco",2
"4431",165000,"asda",2
"4432",165000,"morrisons",2
"4433",165000,"tesco",5
"4434",165007,"aldi & lidl",1
"4435",165007,"asda",2
"4436",165007,"morrisons",1
"4437",165007,"sainsburys",1
"4438",165007,"tesco",1
"4439",165069,"morrisons",3
"4440",165094,"tesco",4
"4441",165174,"tesco",5
"4442",165178,"morrisons",1
"4443",165178,"sainsburys",3
"4444",165178,"tesco",3
"4445",165206,"aldi & lidl",1
"4446",165206,"morrisons",1
"4447",165206,"tesco",1
"4448",165236,"sainsburys",2
"4449",165246,"asda",3
"4450",165246,"morrisons",4
"4451",165246,"sainsburys",1
"4452",165252,"aldi & lidl",1
"4453",165252,"tesco",2
"4454",165257,"asda",1
"4455",165268,"tesco",12
"4456",165275,"asda",4
"4457",165275,"morrisons",1
"4458",165275,"tesco",4
"4459",165286,"morrisons",3
"4460",165286,"tesco",2
"4461",165313,"morrisons",3
"4462",165313,"tesco",3
"4463",165335,"tesco",2
"4464",165348,"tesco",1
"4465",165355,"sainsburys",3
"4466",165372,"tesco",1
"4467",165378,"tesco",3
"4468",165393,"tesco",1
"4469",165400,"aldi & lidl",6
"4470",165427,"tesco",3
"4471",165480,"asda",2
"4472",165480,"morrisons",3
"4473",165557,"sainsburys",2
"4474",165557,"tesco",1
"4475",165568,"tesco",5
"4476",165591,"tesco",14
"4477",165605,"sainsburys",1
"4478",165605,"tesco",26
"4479",165626,"morrisons",1
"4480",165633,"tesco",2
"4481",165646,"asda",5
"4482",165683,"aldi & lidl",1
"4483",165744,"tesco",1
"4484",165784,"asda",5
"4485",165784,"morrisons",2
"4486",165784,"sainsburys",1
"4487",165784,"tesco",1
"4488",165789,"morrisons",1
"4489",165807,"tesco",1
"4490",165815,"aldi & lidl",1
"4491",165815,"asda",1
"4492",165837,"morrisons",8
"4493",165846,"morrisons",9
"4494",165847,"sainsburys",7
"4495",165868,"asda",1
"4496",165868,"morrisons",4
"4497",165880,"tesco",3
"4498",165885,"tesco",1
"4499",165886,"tesco",1
"4500",165899,"tesco",1
"4501",165909,"asda",1
"4502",165909,"tesco",18
"4503",165917,"sainsburys",1
"4504",165957,"morrisons",1
"4505",165970,"sainsburys",6
"4506",165987,"aldi & lidl",1
"4507",165987,"morrisons",1
"4508",165990,"tesco",6
"4509",165994,"morrisons",5
"4510",165995,"sainsburys",3
"4511",166025,"asda",2
"4512",166035,"sainsburys",1
"4513",166036,"morrisons",1
"4514",166036,"tesco",26
"4515",166042,"tesco",2
"4516",166097,"tesco",9
"4517",166143,"tesco",10
"4518",166147,"morrisons",1
"4519",166147,"tesco",1
"4520",166166,"morrisons",2
"4521",166201,"asda",1
"4522",166201,"tesco",2
"4523",166209,"morrisons",5
"4524",166209,"sainsburys",17
"4525",166209,"tesco",29
"4526",166218,"asda",1
"4527",166218,"tesco",2
"4528",166222,"aldi & lidl",3
"4529",166222,"tesco",3
"4530",166251,"asda",4
"4531",166251,"morrisons",6
"4532",166265,"morrisons",2
"4533",166303,"morrisons",2
"4534",166303,"tesco",2
"4535",166312,"asda",10
"4536",166312,"sainsburys",4
"4537",166312,"tesco",2
"4538",166348,"sainsburys",7
"4539",166368,"asda",34
"4540",166372,"aldi & lidl",12
"4541",166394,"tesco",1
"4542",166408,"morrisons",35
"4543",166408,"tesco",7
"4544",166414,"sainsburys",1
"4545",166415,"asda",2
"4546",166415,"tesco",1
"4547",166440,"morrisons",6
"4548",166440,"tesco",3
"4549",166512,"sainsburys",5
"4550",166534,"asda",2
"4551",166534,"tesco",1
"4552",166544,"asda",3
"4553",166552,"tesco",5
"4554",166571,"sainsburys",1
"4555",166574,"tesco",10
"4556",166575,"morrisons",7
"4557",166584,"asda",1
"4558",166599,"aldi & lidl",1
"4559",166599,"morrisons",3
"4560",166599,"tesco",2
"4561",166605,"asda",1
"4562",166605,"morrisons",7
"4563",166626,"morrisons",1
"4564",166685,"tesco",1
"4565",166686,"tesco",9
"4566",166735,"aldi & lidl",4
"4567",166735,"tesco",1
"4568",166753,"asda",5
"4569",166774,"asda",1
"4570",166796,"sainsburys",1
"4571",166799,"morrisons",3
"4572",166807,"aldi & lidl",11
"4573",166815,"tesco",1
"4574",166822,"aldi & lidl",10
"4575",166914,"asda",2
"4576",166914,"sainsburys",1
"4577",166928,"morrisons",13
"4578",166936,"sainsburys",1
"4579",166983,"tesco",2
"4580",167013,"morrisons",3
"4581",167013,"tesco",15
"4582",167041,"morrisons",3
"4583",167045,"tesco",3
"4584",167059,"sainsburys",5
"4585",167073,"sainsburys",13
"4586",167081,"asda",2
"4587",167081,"morrisons",2
"4588",167084,"asda",13
"4589",167087,"aldi & lidl",1
"4590",167101,"morrisons",1
"4591",167101,"sainsburys",1
"4592",167101,"tesco",1
"4593",167167,"sainsburys",15
"4594",167169,"sainsburys",6
"4595",167181,"sainsburys",8
"4596",167181,"tesco",5
"4597",167183,"tesco",4
"4598",167198,"morrisons",12
"4599",167206,"morrisons",16
"4600",167210,"sainsburys",3
"4601",167240,"aldi & lidl",9
"4602",167240,"asda",1
"4603",167269,"tesco",7
"4604",167318,"morrisons",3
"4605",167325,"morrisons",4
"4606",167336,"tesco",19
"4607",167371,"morrisons",2
"4608",167382,"morrisons",6
"4609",167413,"tesco",2
"4610",167416,"tesco",4
"4611",167418,"asda",1
"4612",167443,"morrisons",9
"4613",167453,"asda",3
"4614",167462,"morrisons",16
"4615",167496,"aldi & lidl",6
"4616",167496,"asda",4
"4617",167496,"morrisons",2
"4618",167496,"tesco",1
"4619",167499,"aldi & lidl",4
"4620",167512,"morrisons",7
"4621",167517,"asda",7
"4622",167520,"morrisons",2
"4623",167520,"sainsburys",2
"4624",167526,"morrisons",4
"4625",167578,"tesco",5
"4626",167580,"sainsburys",18
"4627",167591,"sainsburys",4
"4628",167618,"asda",2
"4629",167618,"morrisons",1
"4630",167629,"tesco",4
"4631",167644,"asda",13
"4632",167644,"morrisons",2
"4633",167647,"aldi & lidl",3
"4634",167671,"morrisons",11
"4635",167698,"asda",3
"4636",167726,"tesco",1
"4637",167747,"asda",2
"4638",167747,"tesco",4
"4639",167778,"morrisons",2
"4640",167778,"tesco",5
"4641",167793,"tesco",4
"4642",167814,"tesco",3
"4643",167821,"morrisons",1
"4644",167821,"sainsburys",2
"4645",167821,"tesco",4
"4646",167843,"tesco",1
"4647",167854,"morrisons",1
"4648",167854,"tesco",4
"4649",167866,"tesco",3
"4650",167885,"tesco",5
"4651",167895,"sainsburys",17
"4652",167895,"tesco",10
"4653",167898,"tesco",15
"4654",167907,"morrisons",3
"4655",167941,"tesco",2
"4656",167952,"morrisons",3
"4657",167952,"tesco",1
"4658",167984,"asda",1
"4659",167984,"morrisons",3
"4660",167984,"sainsburys",2
"4661",167984,"tesco",1
"4662",167994,"tesco",1
"4663",168018,"morrisons",2
"4664",168018,"sainsburys",2
"4665",168018,"tesco",1
"4666",168056,"asda",1
"4667",168056,"morrisons",2
"4668",168112,"morrisons",1
"4669",168120,"tesco",3
"4670",168126,"sainsburys",12
"4671",168126,"tesco",4
"4672",168147,"tesco",1
"4673",168151,"asda",6
"4674",168151,"sainsburys",1
"4675",168151,"tesco",12
"4676",168154,"asda",2
"4677",168154,"tesco",2
"4678",168158,"morrisons",1
"4679",168192,"morrisons",1
"4680",168192,"sainsburys",10
"4681",168192,"tesco",5
"4682",168208,"tesco",1
"4683",168217,"asda",1
"4684",168217,"morrisons",1
"4685",168229,"tesco",10
"4686",168257,"sainsburys",2
"4687",168262,"tesco",1
"4688",168291,"tesco",7
"4689",168295,"aldi & lidl",1
"4690",168295,"morrisons",1
"4691",168313,"asda",1
"4692",168313,"sainsburys",14
"4693",168313,"tesco",1
"4694",168319,"morrisons",1
"4695",168319,"sainsburys",6
"4696",168319,"tesco",2
"4697",168320,"asda",1
"4698",168322,"asda",5
"4699",168324,"morrisons",2
"4700",168329,"morrisons",1
"4701",168333,"morrisons",14
"4702",168367,"tesco",13
"4703",168416,"asda",8
"4704",168431,"sainsburys",6
"4705",168460,"asda",1
"4706",168464,"aldi & lidl",1
"4707",168477,"aldi & lidl",1
"4708",168481,"asda",1
"4709",168512,"asda",2
"4710",168539,"aldi & lidl",4
"4711",168544,"aldi & lidl",1
"4712",168544,"morrisons",15
"4713",168544,"tesco",2
"4714",168552,"sainsburys",4
"4715",168552,"tesco",16
"4716",168577,"morrisons",3
"4717",168579,"asda",3
"4718",168580,"aldi & lidl",2
"4719",168580,"asda",1
"4720",168580,"tesco",1
"4721",168585,"aldi & lidl",1
"4722",168585,"asda",1
"4723",168592,"tesco",8
"4724",168671,"sainsburys",2
"4725",168671,"tesco",5
"4726",168679,"morrisons",7
"4727",168679,"sainsburys",1
"4728",168729,"tesco",1
"4729",168736,"morrisons",5
"4730",168740,"morrisons",2
"4731",168740,"sainsburys",3
"4732",168740,"tesco",2
"4733",168768,"aldi & lidl",7
"4734",168768,"asda",1
"4735",168780,"tesco",9
"4736",168807,"sainsburys",1
"4737",168821,"morrisons",1
"4738",168821,"sainsburys",1
"4739",168821,"tesco",1
"4740",168826,"morrisons",6
"4741",168836,"tesco",13
"4742",168854,"tesco",7
"4743",168863,"asda",3
"4744",168863,"sainsburys",2
"4745",168863,"tesco",2
"4746",168871,"asda",1
"4747",168871,"tesco",1
"4748",168874,"asda",2
"4749",168874,"sainsburys",2
"4750",168874,"tesco",8
"4751",168876,"asda",4
"4752",168901,"tesco",1
"4753",168915,"morrisons",5
"4754",168915,"tesco",9
"4755",168916,"morrisons",34
"4756",168916,"sainsburys",10
"4757",168922,"asda",1
"4758",168922,"sainsburys",2
"4759",168926,"morrisons",1
"4760",168926,"tesco",8
"4761",168929,"asda",28
"4762",168931,"asda",8
"4763",168945,"tesco",1
"4764",168954,"sainsburys",4
"4765",169028,"aldi & lidl",1
"4766",169028,"sainsburys",3
"4767",169041,"morrisons",14
"4768",169051,"tesco",2
"4769",169068,"sainsburys",6
