"","house","shop_desc_clean","brand_count"
"18442",752510,"tesco",1
"18443",752520,"morrisons",1
"18444",752520,"sainsburys",2
"18445",752520,"tesco",10
"18446",752521,"asda",2
"18447",752521,"morrisons",1
"18448",752521,"sainsburys",6
"18449",752532,"sainsburys",2
"18450",752537,"morrisons",7
"18451",752544,"tesco",1
"18452",752548,"morrisons",1
"18453",752553,"tesco",3
"18454",752554,"morrisons",3
"18455",752555,"sainsburys",14
"18456",752555,"tesco",1
"18457",752557,"asda",1
"18458",752557,"tesco",21
"18459",752563,"asda",2
"18460",752565,"morrisons",3
"18461",752567,"asda",1
"18462",752567,"sainsburys",2
"18463",752571,"tesco",9
"18464",752574,"sainsburys",1
"18465",752586,"aldi & lidl",16
"18466",752586,"tesco",2
"18467",752595,"sainsburys",3
"18468",752601,"sainsburys",1
"18469",752605,"tesco",2
"18470",752608,"asda",6
"18471",752619,"aldi & lidl",2
"18472",752619,"tesco",15
"18473",752623,"asda",1
"18474",752623,"morrisons",3
"18475",752623,"sainsburys",1
"18476",752639,"asda",1
"18477",752657,"asda",2
"18478",752657,"morrisons",8
"18479",752670,"tesco",2
"18480",752673,"aldi & lidl",2
"18481",752673,"asda",2
"18482",752673,"tesco",2
"18483",752674,"morrisons",5
"18484",752674,"tesco",3
"18485",752678,"tesco",1
"18486",752682,"tesco",2
"18487",752699,"asda",4
"18488",752703,"asda",2
"18489",752703,"tesco",1
"18490",752710,"tesco",2
"18491",752752,"sainsburys",1
"18492",752752,"tesco",2
"18493",752754,"tesco",1
"18494",752763,"morrisons",1
"18495",752763,"tesco",3
"18496",752767,"asda",4
"18497",752767,"sainsburys",1
"18498",752767,"tesco",2
"18499",752770,"asda",1
"18500",752770,"morrisons",6
"18501",752770,"tesco",2
"18502",752777,"tesco",11
"18503",752779,"morrisons",22
"18504",752783,"tesco",1
"18505",752793,"asda",1
"18506",752798,"tesco",1
"18507",752806,"sainsburys",1
"18508",752806,"tesco",5
"18509",752811,"asda",2
"18510",752811,"tesco",1
"18511",752812,"asda",6
"18512",752832,"morrisons",14
"18513",752837,"morrisons",6
"18514",752838,"tesco",1
"18515",752842,"morrisons",3
"18516",752842,"sainsburys",1
"18517",752843,"sainsburys",9
"18518",752845,"tesco",2
"18519",752848,"asda",1
"18520",752848,"tesco",4
"18521",752851,"sainsburys",2
"18522",752853,"asda",1
"18523",752853,"tesco",25
"18524",752854,"tesco",1
"18525",752857,"sainsburys",22
"18526",752857,"tesco",1
"18527",752861,"morrisons",1
"18528",752864,"morrisons",8
"18529",752869,"morrisons",1
"18530",752869,"sainsburys",3
"18531",752874,"asda",2
"18532",752876,"asda",1
"18533",752876,"sainsburys",2
"18534",752877,"tesco",2
"18535",752905,"asda",1
"18536",752905,"tesco",1
"18537",752913,"morrisons",1
"18538",752917,"morrisons",4
"18539",752917,"tesco",1
"18540",752923,"morrisons",5
"18541",752923,"tesco",2
"18542",752924,"asda",1
"18543",752924,"morrisons",1
"18544",752924,"tesco",1
"18545",752925,"aldi & lidl",2
"18546",752925,"asda",13
"18547",752928,"tesco",2
"18548",752933,"morrisons",7
"18549",752933,"tesco",3
"18550",752939,"sainsburys",3
"18551",752939,"tesco",1
"18552",752942,"sainsburys",1
"18553",752951,"asda",1
"18554",752951,"morrisons",1
"18555",752955,"aldi & lidl",2
"18556",752955,"sainsburys",1
"18557",752955,"tesco",1
"18558",752963,"sainsburys",1
"18559",752971,"asda",1
"18560",752971,"morrisons",2
"18561",752971,"tesco",7
"18562",752976,"morrisons",1
"18563",752978,"tesco",1
"18564",752983,"morrisons",2
"18565",752983,"sainsburys",1
"18566",752993,"tesco",2
"18567",752994,"tesco",3
"18568",752998,"sainsburys",1
"18569",752998,"tesco",2
"18570",753003,"sainsburys",3
"18571",753008,"tesco",10
"18572",753012,"asda",1
"18573",753012,"tesco",2
"18574",753014,"sainsburys",3
"18575",753022,"morrisons",5
"18576",753024,"sainsburys",1
"18577",753026,"aldi & lidl",1
"18578",753026,"sainsburys",3
"18579",753026,"tesco",8
"18580",753027,"tesco",3
"18581",753028,"aldi & lidl",1
"18582",753028,"asda",30
"18583",753028,"morrisons",2
"18584",753037,"asda",2
"18585",753038,"morrisons",2
"18586",753038,"tesco",2
"18587",753039,"tesco",4
"18588",753040,"aldi & lidl",3
"18589",753041,"asda",3
"18590",753041,"tesco",2
"18591",753042,"tesco",1
"18592",753048,"tesco",2
"18593",753049,"tesco",1
"18594",753060,"morrisons",1
"18595",753060,"tesco",25
"18596",753070,"tesco",1
"18597",753071,"aldi & lidl",6
"18598",753071,"tesco",1
"18599",753077,"asda",2
"18600",753077,"morrisons",2
"18601",753077,"tesco",1
"18602",753079,"morrisons",3
"18603",753091,"asda",1
"18604",753092,"asda",1
"18605",753092,"morrisons",3
"18606",753092,"tesco",6
"18607",753095,"asda",2
"18608",753098,"morrisons",4
"18609",753105,"morrisons",1
"18610",753105,"tesco",1
"18611",753107,"tesco",1
"18612",753111,"sainsburys",8
"18613",753114,"asda",1
"18614",753120,"sainsburys",1
"18615",753120,"tesco",5
"18616",753127,"tesco",3
"18617",753128,"asda",1
"18618",753128,"sainsburys",1
"18619",753128,"tesco",3
"18620",753130,"tesco",6
"18621",753131,"tesco",11
"18622",753134,"asda",5
"18623",753143,"morrisons",8
"18624",753144,"sainsburys",1
"18625",753147,"tesco",9
"18626",753148,"sainsburys",6
"18627",753150,"aldi & lidl",1
"18628",753150,"morrisons",1
"18629",753150,"tesco",4
"18630",753154,"tesco",4
"18631",753156,"asda",2
"18632",753158,"morrisons",9
"18633",753162,"asda",3
"18634",753163,"sainsburys",1
"18635",753163,"tesco",10
"18636",753164,"tesco",3
"18637",753172,"tesco",1
"18638",753174,"tesco",6
"18639",753180,"aldi & lidl",1
"18640",753180,"morrisons",3
"18641",753180,"tesco",8
"18642",753192,"asda",1
"18643",753192,"sainsburys",4
"18644",753210,"morrisons",21
"18645",753210,"sainsburys",14
"18646",753218,"morrisons",2
"18647",753223,"tesco",1
"18648",753228,"sainsburys",2
"18649",753228,"tesco",1
"18650",753230,"asda",1
"18651",753231,"morrisons",1
"18652",753231,"sainsburys",2
"18653",753234,"asda",15
"18654",753234,"sainsburys",7
"18655",753237,"asda",2
"18656",753239,"tesco",19
"18657",753242,"asda",12
"18658",753243,"aldi & lidl",1
"18659",753243,"morrisons",1
"18660",753248,"morrisons",4
"18661",753248,"tesco",14
"18662",753252,"asda",1
"18663",753254,"asda",8
"18664",753254,"sainsburys",2
"18665",753254,"tesco",6
"18666",753256,"asda",3
"18667",753256,"tesco",1
"18668",753258,"tesco",3
"18669",753270,"asda",1
"18670",753270,"tesco",3
"18671",753277,"asda",1
"18672",753279,"asda",7
"18673",753279,"morrisons",4
"18674",753279,"sainsburys",17
"18675",753282,"asda",1
"18676",753288,"asda",8
"18677",753288,"morrisons",2
"18678",753288,"sainsburys",2
"18679",753295,"asda",3
"18680",753295,"morrisons",5
"18681",753297,"morrisons",1
"18682",753297,"tesco",1
"18683",753308,"morrisons",18
"18684",753318,"morrisons",1
"18685",753326,"tesco",6
"18686",753328,"asda",10
"18687",753328,"tesco",1
"18688",753336,"asda",4
"18689",753336,"morrisons",1
"18690",753348,"tesco",6
"18691",753368,"asda",1
"18692",753368,"morrisons",1
"18693",753395,"asda",2
"18694",753396,"aldi & lidl",1
"18695",753398,"aldi & lidl",11
"18696",753398,"asda",2
"18697",753398,"morrisons",6
"18698",753403,"sainsburys",1
"18699",753420,"asda",2
"18700",753420,"tesco",3
"18701",753423,"aldi & lidl",1
"18702",753428,"morrisons",1
"18703",753429,"tesco",1
"18704",753434,"asda",4
"18705",753434,"tesco",1
"18706",753435,"asda",2
"18707",753441,"tesco",5
"18708",753450,"asda",26
"18709",753458,"tesco",1
"18710",753470,"aldi & lidl",2
"18711",753519,"morrisons",30
"18712",753524,"tesco",1
"18713",753530,"asda",12
"18714",753531,"morrisons",15
"18715",753531,"tesco",1
"18716",753539,"asda",1
"18717",753539,"tesco",1
"18718",753548,"asda",1
"18719",753548,"tesco",1
"18720",753557,"tesco",2
"18721",753562,"tesco",4
"18722",753566,"sainsburys",1
"18723",753567,"morrisons",5
"18724",753567,"sainsburys",1
"18725",753576,"asda",2
"18726",753578,"asda",2
"18727",753578,"sainsburys",2
"18728",753585,"tesco",24
"18729",753589,"morrisons",2
"18730",753595,"aldi & lidl",1
"18731",753595,"morrisons",1
"18732",753596,"sainsburys",2
"18733",753606,"aldi & lidl",4
"18734",753606,"asda",2
"18735",753606,"morrisons",1
"18736",753609,"sainsburys",18
"18737",753610,"asda",1
"18738",753610,"sainsburys",8
"18739",753610,"tesco",1
"18740",753629,"morrisons",1
"18741",753629,"tesco",7
"18742",753635,"morrisons",6
"18743",753636,"sainsburys",2
"18744",753638,"aldi & lidl",1
"18745",753638,"tesco",7
"18746",753640,"aldi & lidl",22
"18747",753640,"sainsburys",5
"18748",753641,"asda",1
"18749",753641,"tesco",9
"18750",753643,"tesco",1
"18751",753657,"sainsburys",5
"18752",753658,"asda",2
"18753",753666,"aldi & lidl",3
"18754",753666,"asda",5
"18755",753676,"sainsburys",2
"18756",753676,"tesco",16
"18757",753680,"asda",7
"18758",753681,"tesco",16
"18759",753688,"asda",4
"18760",753688,"morrisons",8
"18761",753690,"asda",2
"18762",753691,"tesco",2
"18763",753692,"morrisons",1
"18764",753693,"asda",11
"18765",753693,"morrisons",8
"18766",753693,"sainsburys",5
"18767",753695,"sainsburys",22
"18768",753696,"tesco",3
"18769",753698,"asda",1
"18770",753700,"asda",4
"18771",753700,"morrisons",1
"18772",753703,"asda",2
"18773",753703,"morrisons",2
"18774",753703,"tesco",10
"18775",753704,"aldi & lidl",2
"18776",753704,"asda",2
"18777",753704,"morrisons",8
"18778",753706,"asda",3
"18779",753706,"sainsburys",1
"18780",753706,"tesco",2
"18781",753712,"asda",2
"18782",753712,"tesco",1
"18783",753713,"aldi & lidl",1
"18784",753713,"asda",10
"18785",753713,"tesco",1
"18786",753720,"tesco",11
"18787",753721,"tesco",1
"18788",753722,"asda",3
"18789",753722,"morrisons",1
"18790",753722,"tesco",6
"18791",753723,"asda",1
"18792",753723,"sainsburys",1
"18793",753723,"tesco",2
"18794",753727,"aldi & lidl",1
"18795",753727,"morrisons",9
"18796",753730,"tesco",3
"18797",753731,"asda",2
"18798",753731,"sainsburys",11
"18799",753737,"tesco",4
"18800",753739,"morrisons",2
"18801",753739,"tesco",16
"18802",753748,"aldi & lidl",7
"18803",753748,"asda",1
"18804",753748,"sainsburys",1
"18805",753748,"tesco",4
"18806",753755,"morrisons",9
"18807",753756,"aldi & lidl",26
"18808",753756,"tesco",18
"18809",753758,"morrisons",3
"18810",753758,"tesco",1
"18811",753759,"tesco",11
"18812",753760,"asda",1
"18813",753760,"morrisons",3
"18814",753764,"tesco",2
"18815",753769,"tesco",2
"18816",753772,"tesco",2
"18817",753774,"tesco",4
"18818",753776,"asda",1
"18819",753777,"sainsburys",5
"18820",753780,"asda",1
"18821",753783,"asda",47
"18822",753783,"sainsburys",2
"18823",753785,"asda",28
"18824",753786,"sainsburys",1
"18825",753788,"morrisons",1
"18826",753788,"sainsburys",2
"18827",753788,"tesco",9
"18828",753790,"asda",1
"18829",753790,"morrisons",13
"18830",753790,"tesco",20
"18831",753793,"morrisons",1
"18832",753801,"asda",1
"18833",753805,"tesco",8
"18834",753806,"morrisons",13
"18835",753807,"asda",1
"18836",753810,"tesco",2
"18837",753816,"asda",2
"18838",753818,"tesco",15
"18839",753823,"morrisons",1
"18840",753823,"tesco",1
"18841",753824,"asda",12
"18842",753824,"morrisons",11
"18843",753824,"sainsburys",1
"18844",753824,"tesco",4
"18845",753827,"aldi & lidl",6
"18846",753827,"morrisons",1
"18847",753828,"asda",3
"18848",753828,"morrisons",9
"18849",753828,"sainsburys",1
"18850",753829,"sainsburys",1
"18851",753829,"tesco",1
"18852",753830,"asda",2
"18853",753830,"tesco",14
"18854",753834,"asda",1
"18855",753834,"sainsburys",1
"18856",753835,"sainsburys",1
"18857",753836,"aldi & lidl",1
"18858",753836,"asda",1
"18859",753836,"morrisons",3
"18860",753840,"sainsburys",1
"18861",753840,"tesco",5
"18862",753841,"aldi & lidl",1
"18863",753846,"aldi & lidl",1
"18864",753846,"asda",1
"18865",753846,"morrisons",1
"18866",753848,"asda",10
"18867",753848,"sainsburys",1
"18868",753850,"morrisons",1
"18869",753851,"asda",17
"18870",753857,"morrisons",2
"18871",753857,"sainsburys",15
"18872",753857,"tesco",1
"18873",753859,"asda",9
"18874",753860,"asda",1
"18875",753860,"morrisons",1
"18876",753860,"tesco",2
"18877",753861,"tesco",7
"18878",753862,"asda",1
"18879",753866,"tesco",1
"18880",753868,"asda",2
"18881",753871,"morrisons",2
"18882",753871,"tesco",2
"18883",753873,"sainsburys",1
"18884",753878,"asda",2
"18885",753882,"sainsburys",5
"18886",753884,"aldi & lidl",1
"18887",753884,"asda",8
"18888",753884,"tesco",1
"18889",753886,"morrisons",2
"18890",753893,"aldi & lidl",3
"18891",753893,"sainsburys",2
"18892",753893,"tesco",5
"18893",753895,"asda",3
"18894",753900,"sainsburys",3
"18895",753902,"aldi & lidl",2
"18896",753902,"asda",3
"18897",753908,"tesco",1
"18898",753910,"tesco",3
"18899",753911,"asda",1
"18900",753917,"asda",1
"18901",753919,"morrisons",2
"18902",753930,"aldi & lidl",7
"18903",753930,"morrisons",2
"18904",753933,"asda",1
"18905",753933,"sainsburys",5
"18906",753933,"tesco",1
"18907",753939,"tesco",13
"18908",753943,"morrisons",3
"18909",753943,"sainsburys",30
"18910",753943,"tesco",1
"18911",753951,"morrisons",1
"18912",753951,"tesco",15
"18913",753953,"asda",2
"18914",753961,"morrisons",10
"18915",753962,"asda",9
"18916",753966,"tesco",3
"18917",753968,"sainsburys",6
"18918",753968,"tesco",12
"18919",753970,"tesco",14
"18920",753974,"asda",1
"18921",753974,"tesco",2
"18922",753978,"aldi & lidl",1
"18923",753981,"tesco",1
"18924",753982,"morrisons",8
"18925",753985,"morrisons",1
"18926",753985,"sainsburys",1
"18927",753986,"asda",1
"18928",753989,"asda",1
"18929",753991,"aldi & lidl",2
"18930",753991,"tesco",1
"18931",753993,"aldi & lidl",1
"18932",753993,"morrisons",12
"18933",753993,"sainsburys",1
"18934",754005,"asda",11
"18935",754006,"morrisons",3
"18936",754006,"sainsburys",1
"18937",754008,"tesco",1
"18938",754013,"asda",8
"18939",754015,"morrisons",7
"18940",754015,"tesco",3
"18941",754020,"tesco",3
"18942",754021,"asda",10
"18943",754030,"asda",12
"18944",754030,"morrisons",5
"18945",754030,"tesco",2
"18946",754042,"tesco",2
"18947",754045,"asda",1
"18948",754053,"tesco",1
"18949",754057,"asda",3
"18950",754057,"morrisons",1
"18951",754058,"tesco",5
"18952",754061,"asda",14
"18953",754062,"asda",2
"18954",754066,"aldi & lidl",2
"18955",754066,"morrisons",3
"18956",754072,"morrisons",14
"18957",754076,"tesco",4
"18958",754095,"asda",1
"18959",754114,"aldi & lidl",5
"18960",754114,"morrisons",10
"18961",754117,"tesco",2
"18962",754128,"asda",4
"18963",754128,"morrisons",2
"18964",754128,"tesco",10
"18965",754130,"asda",2
"18966",754136,"asda",4
"18967",754136,"sainsburys",1
"18968",754139,"asda",4
"18969",754139,"sainsburys",3
"18970",754139,"tesco",3
"18971",754144,"aldi & lidl",1
"18972",754144,"asda",15
"18973",754145,"tesco",4
"18974",754151,"morrisons",3
"18975",754151,"sainsburys",20
"18976",754163,"asda",3
"18977",754171,"morrisons",1
"18978",754173,"morrisons",2
"18979",754173,"sainsburys",10
"18980",754174,"asda",4
"18981",754174,"tesco",3
"18982",754179,"morrisons",11
"18983",754180,"sainsburys",5
"18984",754180,"tesco",10
"18985",754183,"tesco",3
"18986",754186,"aldi & lidl",5
"18987",754186,"asda",2
"18988",754186,"sainsburys",1
"18989",754215,"asda",6
"18990",754222,"aldi & lidl",1
"18991",754222,"asda",3
"18992",754222,"morrisons",9
"18993",754222,"sainsburys",2
"18994",754224,"asda",2
"18995",754224,"morrisons",3
"18996",754224,"sainsburys",3
"18997",754234,"tesco",27
"18998",754239,"sainsburys",1
"18999",754239,"tesco",3
"19000",754242,"tesco",2
"19001",754260,"asda",1
"19002",754268,"asda",6
"19003",754268,"morrisons",2
"19004",754269,"morrisons",7
"19005",754269,"tesco",5
"19006",754271,"aldi & lidl",2
"19007",754273,"sainsburys",1
"19008",754292,"sainsburys",1
"19009",754293,"morrisons",4
"19010",754295,"morrisons",1
"19011",754295,"tesco",10
"19012",754307,"sainsburys",1
"19013",754309,"asda",1
"19014",754309,"morrisons",4
"19015",754310,"asda",1
"19016",754311,"morrisons",1
"19017",754311,"tesco",3
"19018",754313,"asda",9
"19019",754313,"morrisons",1
"19020",754313,"tesco",2
"19021",754315,"asda",2
"19022",754315,"tesco",2
"19023",754316,"asda",8
"19024",754319,"asda",1
"19025",754319,"tesco",1
"19026",754321,"morrisons",1
"19027",754321,"tesco",2
"19028",754326,"asda",3
"19029",754326,"morrisons",5
"19030",754326,"sainsburys",4
"19031",754333,"asda",1
"19032",754339,"asda",18
"19033",754345,"aldi & lidl",2
"19034",754345,"morrisons",1
"19035",754346,"tesco",3
"19036",754352,"asda",2
"19037",754362,"asda",15
"19038",754365,"asda",18
"19039",754365,"tesco",2
"19040",754368,"morrisons",3
"19041",754368,"tesco",1
"19042",754372,"morrisons",2
"19043",754372,"sainsburys",1
"19044",754378,"asda",1
"19045",754378,"tesco",1
"19046",754384,"asda",1
"19047",754384,"morrisons",9
"19048",754389,"sainsburys",1
"19049",754389,"tesco",2
"19050",754399,"tesco",1
"19051",754404,"morrisons",1
"19052",754404,"sainsburys",1
"19053",754410,"tesco",5
"19054",754411,"tesco",1
"19055",754419,"morrisons",17
"19056",754429,"tesco",21
"19057",754431,"sainsburys",9
"19058",754432,"asda",2
"19059",754433,"asda",1
"19060",754434,"asda",5
"19061",754436,"asda",1
"19062",754441,"asda",1
"19063",754441,"morrisons",1
"19064",754441,"tesco",1
"19065",754446,"sainsburys",1
"19066",754448,"aldi & lidl",1
"19067",754451,"morrisons",19
"19068",754451,"tesco",3
"19069",754456,"asda",8
"19070",754458,"tesco",9
"19071",754468,"tesco",13
"19072",754475,"asda",2
"19073",754475,"morrisons",3
"19074",754482,"morrisons",3
"19075",754489,"asda",30
"19076",754492,"asda",20
"19077",754500,"aldi & lidl",1
"19078",754500,"morrisons",4
"19079",754503,"morrisons",2
"19080",754510,"aldi & lidl",1
"19081",754510,"morrisons",1
"19082",754512,"asda",1
"19083",754518,"asda",1
"19084",754518,"morrisons",8
"19085",754520,"asda",1
"19086",754520,"morrisons",2
"19087",754522,"tesco",10
"19088",754527,"aldi & lidl",25
"19089",754527,"morrisons",15
"19090",754527,"tesco",2
"19091",754528,"tesco",8
"19092",754530,"asda",3
"19093",754530,"morrisons",4
"19094",754530,"sainsburys",1
"19095",754530,"tesco",2
"19096",754531,"morrisons",5
"19097",754536,"sainsburys",1
"19098",754540,"asda",1
"19099",754557,"morrisons",1
"19100",754557,"tesco",2
"19101",754561,"asda",14
"19102",754561,"tesco",3
"19103",754566,"aldi & lidl",1
"19104",754566,"asda",7
"19105",754566,"morrisons",2
"19106",754566,"sainsburys",6
"19107",754572,"sainsburys",2
"19108",754572,"tesco",5
"19109",754575,"asda",1
"19110",754575,"morrisons",23
"19111",754576,"morrisons",1
"19112",754576,"sainsburys",10
"19113",754583,"sainsburys",1
"19114",754591,"morrisons",3
"19115",754597,"tesco",4
"19116",754598,"morrisons",6
"19117",754602,"morrisons",3
"19118",754623,"tesco",3
"19119",754629,"morrisons",1
"19120",754629,"tesco",5
"19121",754633,"asda",1
"19122",754637,"morrisons",1
"19123",754639,"asda",1
"19124",754642,"asda",3
"19125",754642,"morrisons",2
"19126",754642,"tesco",1
"19127",754645,"aldi & lidl",1
"19128",754645,"asda",5
"19129",754645,"tesco",3
"19130",754647,"tesco",5
"19131",754653,"asda",7
"19132",754653,"morrisons",5
"19133",754653,"tesco",6
"19134",754654,"sainsburys",1
"19135",754654,"tesco",1
"19136",754656,"asda",1
"19137",754656,"morrisons",2
"19138",754656,"tesco",7
"19139",754665,"morrisons",6
"19140",754665,"tesco",3
"19141",754668,"tesco",8
"19142",754675,"asda",2
"19143",754676,"morrisons",2
"19144",754680,"asda",1
"19145",754680,"morrisons",1
"19146",754686,"asda",1
"19147",754686,"morrisons",1
"19148",754688,"morrisons",5
"19149",754692,"asda",5
"19150",754702,"morrisons",2
"19151",754706,"morrisons",1
"19152",754706,"tesco",6
"19153",754711,"sainsburys",2
"19154",754716,"morrisons",2
"19155",754716,"tesco",3
"19156",754718,"morrisons",2
"19157",754718,"sainsburys",1
"19158",754722,"tesco",4
"19159",754724,"asda",1
"19160",754724,"tesco",12
"19161",754729,"sainsburys",5
"19162",754729,"tesco",2
"19163",754730,"aldi & lidl",1
"19164",754730,"asda",4
"19165",754730,"tesco",28
"19166",754733,"tesco",26
"19167",754735,"asda",2
"19168",754735,"tesco",4
"19169",754736,"tesco",4
"19170",754740,"morrisons",28
"19171",754741,"asda",1
"19172",754742,"morrisons",18
"19173",754745,"morrisons",2
"19174",754745,"tesco",1
"19175",754750,"asda",2
"19176",754750,"tesco",2
"19177",754756,"sainsburys",1
"19178",754761,"morrisons",1
"19179",754763,"aldi & lidl",1
"19180",754763,"asda",11
"19181",754763,"morrisons",1
"19182",754763,"sainsburys",2
"19183",754763,"tesco",3
"19184",754765,"aldi & lidl",3
"19185",754766,"tesco",2
"19186",754767,"morrisons",7
"19187",754771,"aldi & lidl",1
"19188",754775,"morrisons",1
"19189",754782,"asda",1
"19190",754782,"sainsburys",2
"19191",754784,"asda",2
"19192",754785,"aldi & lidl",2
"19193",754785,"asda",1
"19194",754785,"morrisons",1
"19195",754786,"asda",1
"19196",754786,"morrisons",2
"19197",754788,"asda",15
"19198",754788,"morrisons",6
"19199",754788,"tesco",5
"19200",754789,"asda",1
"19201",754790,"morrisons",1
"19202",754792,"tesco",1
"19203",754793,"morrisons",2
"19204",754796,"morrisons",21
"19205",754799,"asda",1
"19206",754799,"tesco",1
"19207",754808,"morrisons",3
"19208",754808,"tesco",3
"19209",754811,"asda",1
"19210",754818,"aldi & lidl",2
"19211",754822,"sainsburys",2
"19212",754825,"asda",5
"19213",754827,"aldi & lidl",14
"19214",754830,"asda",1
"19215",754830,"morrisons",3
"19216",754830,"sainsburys",2
"19217",754830,"tesco",4
"19218",754835,"morrisons",2
"19219",754835,"tesco",4
"19220",754837,"tesco",2
"19221",754839,"aldi & lidl",1
"19222",754839,"morrisons",1
"19223",754839,"tesco",1
"19224",754840,"morrisons",3
"19225",754845,"morrisons",2
"19226",754845,"sainsburys",1
"19227",754855,"aldi & lidl",37
"19228",754856,"aldi & lidl",2
"19229",754856,"asda",12
"19230",754856,"sainsburys",3
"19231",754856,"tesco",7
"19232",754867,"asda",2
"19233",754870,"asda",5
"19234",754870,"morrisons",5
"19235",754878,"asda",3
"19236",754879,"morrisons",2
"19237",754879,"tesco",3
"19238",754880,"morrisons",11
"19239",754884,"asda",3
"19240",754884,"tesco",1
"19241",754890,"asda",2
"19242",754890,"morrisons",1
"19243",754890,"sainsburys",3
"19244",754893,"tesco",2
"19245",754894,"morrisons",10
"19246",754894,"tesco",1
"19247",754896,"asda",2
"19248",754897,"aldi & lidl",1
"19249",754897,"morrisons",1
"19250",754897,"sainsburys",2
"19251",754903,"tesco",2
"19252",754905,"sainsburys",1
"19253",754905,"tesco",6
"19254",754906,"morrisons",5
"19255",754906,"sainsburys",1
"19256",754907,"aldi & lidl",2
"19257",754907,"asda",11
"19258",754907,"morrisons",7
"19259",754908,"morrisons",1
"19260",754912,"asda",1
"19261",754912,"tesco",14
"19262",754917,"morrisons",5
"19263",754937,"tesco",10
"19264",754949,"morrisons",2
"19265",754954,"morrisons",6
"19266",754963,"asda",1
"19267",754969,"tesco",1
"19268",754975,"aldi & lidl",2
"19269",754975,"tesco",8
"19270",754982,"asda",3
"19271",754982,"sainsburys",1
"19272",754999,"tesco",64
"19273",755006,"asda",2
"19274",755006,"morrisons",4
"19275",755007,"sainsburys",2
"19276",755009,"sainsburys",9
"19277",755009,"tesco",3
"19278",755011,"asda",1
"19279",755011,"morrisons",1
"19280",755013,"morrisons",3
"19281",755019,"asda",2
"19282",755019,"morrisons",8
"19283",755024,"sainsburys",1
"19284",755027,"asda",1
"19285",755027,"morrisons",3
"19286",755033,"sainsburys",2
"19287",755033,"tesco",4
"19288",755044,"morrisons",3
"19289",755044,"tesco",2
"19290",755053,"tesco",1
"19291",755054,"tesco",2
"19292",755064,"sainsburys",1
"19293",755064,"tesco",5
"19294",755070,"asda",1
"19295",755070,"morrisons",1
"19296",755070,"sainsburys",1
"19297",755074,"sainsburys",1
"19298",755074,"tesco",2
"19299",755075,"aldi & lidl",7
"19300",755076,"aldi & lidl",3
"19301",755076,"morrisons",2
"19302",755078,"tesco",1
"19303",755084,"tesco",1
"19304",755087,"tesco",1
"19305",755089,"asda",1
"19306",755095,"asda",1
"19307",755099,"tesco",6
"19308",755100,"morrisons",17
"19309",755100,"sainsburys",2
"19310",755102,"sainsburys",2
"19311",755130,"asda",2
"19312",755136,"tesco",5
"19313",755140,"aldi & lidl",1
"19314",755140,"asda",1
"19315",755140,"tesco",2
"19316",755144,"asda",1
"19317",755148,"asda",7
"19318",755148,"morrisons",5
"19319",755148,"tesco",1
"19320",755151,"aldi & lidl",1
"19321",755161,"aldi & lidl",1
"19322",755161,"morrisons",2
"19323",755162,"asda",12
"19324",755164,"sainsburys",4
"19325",755164,"tesco",15
"19326",755175,"sainsburys",1
"19327",755175,"tesco",3
"19328",755183,"aldi & lidl",1
"19329",755187,"tesco",1
"19330",755190,"tesco",16
"19331",755198,"asda",6
"19332",755198,"morrisons",2
"19333",755210,"sainsburys",17
"19334",755213,"aldi & lidl",1
"19335",755213,"morrisons",3
"19336",755221,"tesco",67
"19337",755224,"morrisons",1
"19338",755226,"aldi & lidl",3
"19339",755226,"morrisons",1
"19340",755229,"morrisons",16
"19341",755233,"sainsburys",3
"19342",755233,"tesco",7
"19343",755234,"aldi & lidl",2
"19344",755240,"morrisons",5
"19345",755245,"morrisons",4
"19346",755245,"sainsburys",2
"19347",755247,"aldi & lidl",4
"19348",755247,"asda",4
"19349",755253,"aldi & lidl",2
"19350",755253,"asda",1
"19351",755253,"morrisons",14
"19352",755254,"morrisons",12
"19353",755262,"aldi & lidl",8
"19354",755262,"asda",2
"19355",755262,"sainsburys",6
"19356",755266,"aldi & lidl",9
"19357",755266,"sainsburys",1
"19358",755272,"asda",1
"19359",755272,"morrisons",1
"19360",755272,"tesco",2
"19361",755275,"asda",10
"19362",755275,"sainsburys",21
"19363",755278,"asda",11
"19364",755278,"tesco",1
"19365",755282,"morrisons",5
"19366",755283,"sainsburys",42
"19367",755284,"tesco",1
"19368",755291,"aldi & lidl",15
"19369",755291,"tesco",1
"19370",755293,"aldi & lidl",1
"19371",755293,"sainsburys",1
"19372",755321,"asda",12
"19373",755321,"sainsburys",2
"19374",755323,"sainsburys",1
"19375",755325,"tesco",10
"19376",755328,"aldi & lidl",18
"19377",755335,"aldi & lidl",2
"19378",755335,"sainsburys",1
"19379",755339,"tesco",1
"19380",755362,"aldi & lidl",3
"19381",755364,"asda",10
"19382",755364,"sainsburys",12
"19383",755369,"asda",13
"19384",755371,"morrisons",1
"19385",755384,"morrisons",1
"19386",755386,"asda",2
"19387",755388,"morrisons",1
"19388",755391,"morrisons",7
"19389",755395,"asda",37
"19390",755395,"morrisons",10
"19391",755395,"tesco",19
"19392",755400,"morrisons",1
"19393",755400,"tesco",3
"19394",755402,"tesco",2
"19395",755403,"sainsburys",1
"19396",755417,"tesco",2
